index,car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,engine_displacement,horsepower,mileage_per_year,power_per_liter,predicted_price
7544,Audi A1 Sportback 1.4 TDI PRO LINE WEINIG KM - AUTOM - LMV - 3DEUR - AC -RIJKLAAR!,,3,Diesel,Automatic,Hatchback,A1,16705,1.4,,4772.857142857143,,23553.784778947836
7545,"Audi A1 Sportback 1.0 95 PK TFSI Advance, | 17 ""LMV C3Z | Licht- en Regensensor | *NIEUW* (490437)",,1,Petrol,Manual,Hatchback,A1,0,,95.0,0.0,,27792.96048736593
7546,"Audi Q2 1.0 Tfsi 116pk S-tronic Edition #1 €4.945,= KORTING MEGA STUNTVOORDEEL Mmi navigatie, Soundsystem, Telefoon, PDC",,1,Petrol,Automatic,SUV,Q2,0,1.0,116.0,0.0,116.0,40885.78923250263
7547,"Audi Q3 1.4 TFSI 150PK Automaat Pro Line / Navi / Clima / Stoelverwarming / Cruise control / Bluetooth / Parkeersensoren voor en achter / Lederen stuur / 17"" Velgen",,4,Petrol,Automatic,SUV,Q3,21308,1.4,150.0,4735.111111111111,107.14285714285715,34430.43417166775
7548,"Audi A3 Sportback 1.6 TDI Sportback, Airco,Cruisecntrl",,6,Diesel,Manual,Hatchback,A3,90209,1.6,,13878.307692307691,,15501.414905622356
7549,Audi A3 Limousine 1.6 TDI Ambition Pro Line Navi Airco Sportstoelen 200x Vw-Audi-Seat-Skoda,,5,Diesel,Manual,Sedan,A3,163167,1.6,,29666.727272727272,,16011.103917062925
7550,"Audi A5 Sportback 1.8 TFSI 170pk PRO LINE S, Navi, Xenon Led, ROTOR, ECC",,7,Petrol,Manual,Hatchback,A5,138567,1.8,170.0,18475.6,94.44444444444444,20022.935868008957
7551,Audi Q2 1.4 TFSI COD Sport Pro Line S,,1,Petrol,Automatic,SUV,Q2,2500,1.4,,1666.6666666666667,,41896.107365207194
7552,Audi A3 Sportback 1.0TFSI 116PK S-LINE EDITION/ OPTIEK ZWART/ PRIVACY GLAS/ 18'',,1,Petrol,Manual,Hatchback,A3,1250,1.0,116.0,833.3333333333334,116.0,35933.83958475949
7553,Audi A6 Avant Aut/ Navi/ Leer/ Tr- 2.8 FSI Business,,11,Petrol,Automatic,Station wagon,A6,177729,,,15454.695652173914,,13327.753451002969
7554,Audi A3 Limousine 35 TFSI S line edition,,1,Petrol,Automatic,Sedan,A3,0,35.0,,0.0,,47230.15002910634
7555,Audi A4 2.0 TDI ULTRA BUSINESS EDITION,,4,Diesel,Manual,Sedan,A4,86272,2.0,,19171.555555555555,,22431.61548793698
7556,Audi A4 Avant 2.0 TFSI Advance Navi Xenon Clima Trekhaak,,11,Petrol,Manual,Station wagon,A4,164706,2.0,,14322.260869565218,,11589.544026821632
7557,Audi Q3 2.0TFSI/221PK quattro Sport · LED · Leder/Alcantara · Drive select,,4,Petrol,Automatic,SUV,Q3,30923,2.0,221.0,6871.777777777777,110.5,37226.32976704651
7558,Audi A3 SPORTBACK 2.0 TDI AMBITION PRO LINE S XENON NAVI CLIMA CRUISE LICHTMETAAL,,8,Diesel,Manual,Hatchback,A3,218727,2.0,,25732.58823529412,,10689.052031027264
7559,Audi A1 Sportback 95 pk Adrenalin,,1,Petrol,Manual,Hatchback,A1,500,,95.0,333.3333333333333,,27202.1796197308
7560,"Audi 80 2.0 E youngtimer, taxatierapport aanwezig",,26,Petrol,Manual,Sedan,A80,78555,,,2964.3396226415093,,11911.409606432468
7561,"Audi RS6 (J) AVANT 5.0 TFSI QUATTRO AUT. [ 20"" Lmv Volleder Navigatie ]",,10,Petrol,Automatic,Station wagon,RS6,143637,5.0,,13679.714285714286,,55935.351634652776
7562,Audi A3 Sportback 1.4 TFSI 150pk Automaat Ambiente Leer/Stof Navigatie Climate,,4,Petrol,Automatic,Hatchback,A3,67933,1.4,150.0,15096.222222222223,107.14285714285715,26160.35722254515
7563,Audi A6 3.0 TDI 204pk QUATTRO PRO LINE PLUS / SPORTSTOELEN / TREKHAAK /,,6,Diesel,Automatic,Station wagon,A6,156617,3.0,204.0,24094.923076923078,68.0,27761.234019971107
7564,Audi A3 1.4 TFSI Limousine 140pk CoD Ambiente Pro Line Plus Xenon/Navi,,5,Petrol,Manual,Sedan,A3,190205,1.4,140.0,34582.72727272727,100.0,16848.618234359994
7565,Audi A3 SPORTBACK 1.4TFSI G-TRON Pro Line S Aut. [ 2xS-line Panoramadak 18 inch Rotor velgen ],,5,Petrol,Automatic,Hatchback,A3,139292,1.4,,25325.81818181818,,19790.689423394087
7566,Audi A1 1.2 TFSI Attraction Pro Line Business,,7,Petrol,Manual,Hatchback,A1,53900,1.2,,7186.666666666667,,13487.507653792474
7567,Audi SQ5 Q5 3.0 TDI 313 PK AUT8 QUATTRO PRO LINE B&O,,5,Diesel,Automatic,SUV,SQ5,151974,3.0,313.0,27631.636363636364,104.33333333333333,39665.482894611785
7568,Audi A4 AVANT 1.8 TFSI Business Edition Aut. [ xenon navi lederen sportstoelen ],,6,Petrol,Automatic,Station wagon,A4,101194,1.8,,15568.307692307691,,22615.24712216012
7569,"Audi A3 Sportback 1.0 TFSI Sport Pro Line, Navi, LED, Xenon, Stoelverwarming, Drive Select",,2,Petrol,Manual,Hatchback,A3,9274,1.0,,3709.6,,25890.9090625434
7570,Audi A6 Avant 2.5 TDI quattro,,17,Diesel,Manual,Station wagon,A6,347324,2.5,,19847.085714285713,,3996.1510549493164
7571,Audi A6 Avant 40 TDI Launch edition Sport,,1,Diesel,Automatic,Station wagon,A6,0,40.0,,0.0,,81219.94975343246
7572,Audi A1 Sportback 1.4TDi Attraction (Navi),,4,Diesel,Manual,Hatchback,A1,75787,1.4,,16841.555555555555,,15011.204626917319
7573,"Audi A4 Avant 2.0 TDI Pro Line Leer, navi, 6 vernsn.",,13,Diesel,Manual,Station wagon,A4,289926,2.0,,21476.0,,5042.676312123741
7574,"Audi Q3 2.0 TDI ECC/ 20""ROTOR VELGEN/PRIV.GLASS/BOSE/CV+AB",,7,Diesel,Manual,SUV,Q3,197517,2.0,,26335.6,,17556.09090390148
7575,Audi SQ5 3.0 TFSI SQ5 quattro,,2,Petrol,Automatic,SUV,SQ5,8895,3.0,,3558.0,,88113.41998938718
7576,Audi A3 Sportback 2.0 TDI Ambition Pro Line plus Schuifdak Xenon Navi Clima Cruise,,6,Diesel,Manual,Hatchback,A3,134309,2.0,,20662.923076923078,,16617.30108284652
7577,Audi A6 Allroad 3.0 TDI 245PK QUATTRO PRO LINE PLUS TIPTRONIC Navi / Leder Bekleding / Xenon Verlichting / LMV 20'',,6,Diesel,Automatic,SUV,A6,127850,3.0,245.0,19669.23076923077,81.66666666666667,30866.143096085165
7578,"Audi A1 1.0 TFSI 95pk Advance Sport, uw voordeel is € 2.005,-",,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,25676.705019426237
7579,Audi A3 1.6 TDI 77KW SPORTBACK Proline,,5,Diesel,Manual,Hatchback,A3,94872,1.6,,17249.454545454544,,16720.387445164622
7580,Audi A6 Allroad 2.7 TDI AUT Quattro Pro Line,,10,Diesel,Automatic,SUV,A6,160292,2.7,,15265.904761904761,,16917.565154603184
7581,Audi A4 Avant 2.0 TDi AUT 06-2014 ::::: Sport Xen Navi Chroom TH,,5,Diesel,Automatic,Station wagon,A4,184000,2.0,,33454.545454545456,,17839.36631439157
7582,"Audi A4 1.8 TFSI Pro L. bns Automaat, Leer, Navi, Parkeersensoren, Trekhaak, Xenon, etc.",,10,Petrol,Automatic,Station wagon,A4,185000,1.8,,17619.04761904762,,12527.801845803935
7583,Audi A3 1.4 TFSI Sport Pro Line,,1,Petrol,Automatic,Cabriolet,A3,7591,1.4,,5060.666666666667,,45653.43088240251
7584,Audi A3 Sportback 1.4 TFSI 140pk COD S-Tronic 2x S-Line AMBITION Pro Line S Xenon Ecc Pdc Leer Keyless Navigatie 5drs.,,5,Petrol,Automatic,Hatchback,A3,113213,1.4,140.0,20584.18181818182,100.0,21761.752935795867
7585,Audi A6 2.4 5V Ambition MT,,18,Petrol,Automatic,Sedan,A6,303400,,,16400.0,,1906.3543475472602
7586,Audi A3 Sportback 1.5 TFSI 150PK S-tronic S line Edition | Mmi navigatie | Led koplampen | 18 inch lichtmetalen velgen,,1,Petrol,Automatic,Hatchback,A3,0,1.5,150.0,0.0,100.0,43815.349453184535
7587,Audi A1 1.2 TFSI S edition,,8,Petrol,Manual,Hatchback,A1,110000,1.2,,12941.176470588236,,11277.07947262774
7588,"Audi A3 Sportback 1.6 TDI Euro 6 Aut.7 Pro Line, NL Auto, 1e Eig, Leder 1/2, Bi Xenon Led, Pdc, Clima, Cruise, Chroom, Trekhaak, Navigatie, Weinig km!!",,5,Diesel,Automatic,Hatchback,A3,114836,1.6,,20879.272727272728,,18948.003302014768
7589,Audi A4 2.0 TDI 150pk Lease Edition,,2,Diesel,Manual,Station wagon,A4,55121,2.0,150.0,22048.4,75.0,31739.632844013704
7590,Audi A3 Sportback 1.5 TFSI 150pk COD SPORT S LINE EDITION S-Line interieur & exterieur pakket / MMI Navigatie 18 Inch LM velgen,,1,Petrol,Manual,Hatchback,A3,25692,1.5,150.0,17128.0,100.0,33493.77157585924
7591,"Audi S4 3.0 TFSI quattro Pro Line Plus, NP 111K, B&O, schuifdak, ACC, 19""",,1,Petrol,Automatic,Sedan,S4,4887,3.0,,3258.0,,86155.67874468218
7592,Audi A3 Limousine 1.5 TFSI CoD 150pk S-tronic S-Line Edition + Panoramadak,,1,Petrol,Automatic,Sedan,A3,0,1.5,150.0,0.0,100.0,45000.011264249384
7593,Audi A1 A1 Sportbak Edition ONE 30TFSI handgeschakeld,,1,Petrol,Manual,Hatchback,A1,500,30.0,,333.3333333333333,,33111.1310192649
7594,Audi S4 3.0 TFSI S4 QUATTRO 333PK Navi Leer Clima Adapt cruise,,6,Petrol,Automatic,Sedan,S4,93881,3.0,333.0,14443.23076923077,111.0,36755.6811897093
7595,Audi Cabriolet A5 2.0 TFSI 270pk ABT quattro Pro Line S | Automaat | Bi-Xenon | Leder | 18'' | Navigatie | Rijklaarprijs!,,6,Petrol,Automatic,Cabriolet, A5,107676,2.0,270.0,16565.53846153846,135.0,30845.38761657016
7596,Audi A8 50 TDI 286 PK quattro PRO LINE PLUS 4 WIELBESTURING|TIPTRONIC|20 INCH|VALCONA LEDER|PANORAMADAK|REARSEAT ENTERTAINMENT,,1,Diesel,Automatic,Sedan,A8,11700,50.0,286.0,7800.0,5.72,129208.35793825501
7597,Audi A3 Sportback 1.4 TFSI STR Amb Pro L plus XENON NAVI CLIMA SPORTST,,6,Petrol,Automatic,Hatchback,A3,115366,1.4,,17748.615384615383,,18688.926315606986
7598,Audi A1 Sportback 30 TFSI S Line Pro Line S S-tronic,,1,Petrol,Automatic,Hatchback,A1,0,30.0,,0.0,,38829.47451738122
7599,Audi A5 1.8 TFSI 177pk multitronic,,2,Petrol,Automatic,Hatchback,A5,29000,1.8,177.0,11600.0,98.33333333333333,40305.84421664816
7600,Audi A3 Sportback 1.2 TFSI 105pk Attraction Advance Climate Navigatie Xenon,,6,Petrol,Manual,Hatchback,A3,108045,1.2,105.0,16622.30769230769,87.5,15702.65591996707
7601,Audi A6 Avant 2.8 FSI 190 PK AUTOMAAT PRO LINE | Leder | Navigatie | Elektrisch verstelbare voorstoelen | 18 Inch Lichtmetalen Velgen |,,10,Petrol,Automatic,Station wagon,A6,97373,,190.0,9273.619047619048,,18897.171141411585
7602,"Audi A3 Sportback 2.0 TDI Ambition Proline 140PK stoelverwarming, getint glas, trekhaak",,8,Diesel,Manual,Hatchback,A3,199807,2.0,140.0,23506.70588235294,70.0,11166.010631571276
7603,Audi TT S-LINE 2.0 QUATTRO AUTOMAAT + SPORTSTOELEN / KEYLESS GO,,4,Petrol,Automatic,Coupe,TT,63365,,,14081.111111111111,,50449.9323576702
7604,"Audi Q5 2.0 TFSI Quattro 252PK Automaat S Line Edition / S-Line / Audi Sound / Parkeerhulp Plus / Akoestisch Glas / Afgevlakt lederen stuur / LED / Clima / Navi / Cruise Control / Bluetooth / 19"" Velgen",,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,83148.52920541192
7605,Audi A5 Sportback 1.4 TFSI Sport,,1,Petrol,Automatic,Hatchback,A5,4904,1.4,,3269.3333333333335,,50910.42279145118
7606,Audi A3 sportback 1.9 TDI Attraction 77kW,,13,Diesel,Manual,Hatchback,A3,215256,1.9,,15944.888888888889,,5087.036971887858
7607,Audi Q2 30 TFSI Design Pro Line,,1,Petrol,Manual,SUV,Q2,0,30.0,,0.0,,39493.00380662406
7608,Audi A3 Sportback 1.4 TFSI 125PK S-Tronic Adrenalin Sport | S-Line in-/exterieur | Navigatie | Xenon | Climatronic | Parkeersensoren achter | Regen-/lichtsensor | Verlengde fabrieksgarantie t/m 16-02-2020 of 100.000 km | Elektrische ramen | Zwarte hemel | 18 inch lichtmetalen velgen | Leder/stof bekleding,,3,Petrol,Automatic,Hatchback,A3,45741,1.4,125.0,13068.857142857143,89.28571428571429,27637.799281050935
7609,"Audi Q3 2.0 Tdi 140pk Sport Edition, Parkeersensoren, Mmi navigatie, Telefoon, Airco",,5,Diesel,Manual,SUV,Q3,86181,2.0,140.0,15669.272727272728,70.0,26031.71123913645
7610,Audi R8 4.2 V8 FSI R-tronic B&O Magnetic Ride,,11,Petrol,Automatic,Coupe,R8,104284,,,9068.173913043478,,76712.42162743719
7611,"Audi Q5 2.0 TFSI 225pk Quattro Pro Line S + 20"" LMV + Leder",,6,Petrol,Manual,SUV,Q5,97225,2.0,225.0,14957.692307692309,112.5,32602.320278520874
7612,Audi Q5 New 2.0 TFSI 252pk Quattro Sport Design,,2,Petrol,Automatic,SUV,Q5,1990,2.0,252.0,796.0,126.0,72219.93854479174
7613,"Audi A3 1.6 TDI Ambiente Pro Line plus, Navigatie",,5,Diesel,Manual,Hatchback,A3,134846,1.6,,24517.454545454544,,15535.648764019828
7614,Audi A3 Sportback 1.4 TFSI Attr. ProLine Business | 1e Eig | Topstaat,,8,Petrol,Manual,Hatchback,A3,97061,1.4,,11418.941176470587,,12757.148643120327
7615,Audi A3 Sportback 1.0 TFSI 116PK Sport Pro Line S / 18 inch LM velgen / Sportstoelen /Matrix Led koplampen / stof-leder combinatie Navigatie MMI / Dynamische knipperlichten V + A / Audi Drive select,,2,Petrol,Automatic,Hatchback,A3,29445,1.0,116.0,11778.0,116.0,29555.855916283956
7616,Audi A4 2.0 TDI 150pk S-tronic Lease Edition,,1,Diesel,Automatic,Station wagon,A4,25000,2.0,150.0,16666.666666666668,75.0,44025.21526848272
7617,Audi A6 Avant 2.0 TFSI PRO LINE AUTOMAAT B.J 2008,,11,Petrol,Automatic,Station wagon,A6,185753,2.0,,16152.434782608696,,11158.29742616861
7618,Audi R8 Spyder 5.2FSI V10 S-Tronic |B&O|Mag.ride|Ruitenstiks.|Lederpakket|Quattro,,6,Petrol,Automatic,Cabriolet,R8,38000,,,5846.153846153846,,101202.87024285705
7619,Audi A5 Sportback 1.8 TFSI 144PK Adrenalin ( S-Line exterieur) / Bi-Xenon koplampen / Sportstoelen / Lendensteunen / PDC voor  & achter / achteruitrij camera / Bang & Olufsen Sound / Trekhaak afneembaar,,3,Petrol,Manual,Hatchback,A5,40711,1.8,144.0,11631.714285714286,80.0,31440.46665992111
7620,Audi Q5 2.0 TDI quattro 190pk Standkachel Bi Xenon Trekhaak VOl OPTIES,,4,Diesel,Automatic,SUV,Q5,109617,2.0,190.0,24359.333333333332,95.0,38027.7830252015
7621,Audi A5 Sportback 2.0 TDI Pro Line AUTOMAAT ECC XENON LMV ADAPT. CRUISE CONTROL 5 PERSOONS,,5,Diesel,Automatic,Hatchback,A5,112160,2.0,,20392.727272727272,,24707.77525321058
7622,Audi A5 Sportback S-Line Edition 2.0 TFSI 190pk S-tronic,,1,Petrol,Automatic,Hatchback,A5,0,2.0,190.0,0.0,95.0,59839.935428191086
7623,Audi A3 Sedan 1.6TDi Adrenalin S-line Ext.,,3,Diesel,Manual,Sedan,A3,109743,1.6,,31355.14285714286,,21614.943742408523
7624,Audi A4 Avant 2.0 TDI Pro Line S | Bang&Oluffsen | Pano | Navigatie,,6,Diesel,Automatic,Station wagon,A4,118000,2.0,,18153.846153846152,,20486.32820718622
7625,"Audi A3 Sportback 1.4 TFSI Ambition 150PK S-Tronic Automaat Navigatie | Xenon Plus | Drive Select | Parkeersensoren | 17"" Sportvelgen",,2,Petrol,Automatic,Hatchback,A3,15000,1.4,150.0,6000.0,107.14285714285715,32676.347352070083
7626,Audi 50 A7 Sportback TDI 286 pk PRO LINE S * PANORAMADAK * B&O * 21 INCH * ZWART OPTIEK * VSB4846,,1,Diesel,Automatic,Hatchback,A7,0,,286.0,0.0,,119955.85959053707
7627,"Audi A4 Allroad 2.0 TFSI Aut. Quattro Sportstoelen , Navi , Xenon, B&O",,5,Petrol,Automatic,Station wagon,A4,141290,2.0,,25689.090909090908,,23263.476196547806
7628,Audi A4 Avant 1.8 TFSI S Edition Navi/Pano/Xenon,,6,Petrol,Automatic,Station wagon,A4,180138,1.8,,27713.53846153846,,17948.55790708629
7629,"Audi A1 1.2 TFSI Admired S Line, Navi, Xenon, Cruise, Airco!",,5,Petrol,Manual,Hatchback,A1,94136,1.2,,17115.636363636364,,15498.200865282679
7630,"Audi A3 Sportback 1.4 TFSI Ambition Pro Line S [ S-LINE ], Panodak, Navi, Xenon, Hleer, Full",,7,Petrol,Manual,Hatchback,A3,96233,1.4,,12831.066666666668,,14663.251422988147
7631,Audi Q2 35 TFSI CoD 150 pk S-tronic Sport Pro Line S,,1,Petrol,Automatic,SUV,Q2,0,35.0,150.0,0.0,4.285714285714286,41193.02384429567
7632,Audi A5 2.0 TFSI Pro Line Quattro 155KW Xenon Navi Clima PDC LMV,,8,Petrol,Manual,Hatchback,A5,143564,2.0,,16889.882352941175,,17513.741138779256
7633,Audi A3 Limousine 116pk Lease Edition,,2,Petrol,Manual,Sedan,A3,500,,116.0,200.0,,37971.366321136935
7634,Audi A3 Limousine 1.5 TFSI CoD Sport S Line Edition,,1,Petrol,Automatic,Sedan,A3,0,1.5,,0.0,,44672.31437094521
7635,"Audi A1 Sportback 1.0 TFSI Ultra 95 pk Adrenalin S Line Airco ECC, Xenon, Navi, Dak Zwart, 22% Bijtelling",,2,Petrol,Manual,Hatchback,A1,52308,1.0,95.0,20923.2,95.0,19653.59398440664
7636,Audi A3 Sportback 1.6 TDI 110PK S-tronic Business line + Pano + Nav + EC,,6,Diesel,Automatic,Hatchback,A3,63963,1.6,110.0,9840.461538461539,68.75,19218.785587680424
7637,Audi A4 1.8 TFSIe EDITION XENON NAVI CLIMA CRUISE DEALERONDERHOUDEN LICHTMETAAL,,6,Petrol,Manual,Sedan,A4,111154,1.8,,17100.615384615383,,18140.227430021565
7638,Audi Q7 3.0 TDI Quattro Aut. Grijs Kenteken 3x S-Line,,8,Diesel,Automatic,Hatchback,Q7,93102,3.0,,10953.176470588236,,37368.586620171984
7639,Audi A3 Sportback 1.6 TDI Ambition Pro Line plus S-LINE Navi Dealerauto,,6,Diesel,Manual,Hatchback,A3,183022,1.6,,28157.23076923077,,12261.785351590419
7640,Audi A3 2.0 FSI Attraction,,14,Petrol,Manual,Hatchback,A3,213226,,,14705.241379310344,,4285.782426136777
7641,Audi A5 Sportback 1.8 TFSI Pro Line | Navi | Cruise control | Xenon,,7,Petrol,Manual,Hatchback,A5,158757,1.8,,21167.6,,18300.864306802734
7642,Audi A8 3.0 TDI Quattro Pro Line Plus Sport adaptive cruise control,,4,Diesel,Automatic,Sedan,A8,93325,3.0,,20738.88888888889,,49737.192404249676
7643,Audi A1 1.4 TFSI Pro Line S- Line Automaat 100% onderhouden label,,7,Petrol,Automatic,Hatchback,A1,90675,1.4,,12090.0,,15000.48783792064
7644,Audi A3 2.0 TFSI 200pk | CABRIO | NAVI | CRUISE CONTROL|,,10,Petrol,Automatic,Cabriolet,A3,141552,2.0,200.0,13481.142857142857,100.0,15752.065204237388
7645,Audi A6 Avant 3.0 TDI QUATTRO LEDER/SPORTSTOELEN/NAVIGATIE./PDC,,7,Diesel,Automatic,Station wagon,A6,159688,3.0,,21291.733333333334,,26270.89476249709
7646,Audi A4 Avant 2.0 225PK TFSI Aut Pro Line|1e Eig|Navi|Xenon,,5,Petrol,Automatic,Station wagon,A4,47697,,225.0,8672.181818181818,,32499.05308194964
7647,Audi A6 Allroad 3.0 TDI quattro Premium Edition DEALER OND. BTW-AUTO !,,4,Diesel,Automatic,SUV,A6,116967,3.0,,25992.666666666668,,42977.09379289185
7648,"Audi RS5 A5 4.2 FSI RS5 quattro 450 PK 20 Inch ""RIJKLAARPRIJS""",,6,Petrol,Automatic,Cabriolet,RS5,27764,,450.0,4271.384615384615,,78175.49456983697
7649,Audi A3 2.0 TDI Attraction / CLIMATE / 16'' LMV / 6-BAK!,,16,Diesel,Manual,Hatchback,A3,245048,2.0,,14851.39393939394,,4440.576882784194
7650,Audi A6 Avant 2.0 TDI 136pk Multitronic Lease Edition Sport + Afn. Trekhaak + MMI Navigatie Plus,,5,Diesel,Automatic,Station wagon,A6,60544,2.0,136.0,11008.0,68.0,28491.67911009354
7651,"Audi A3 Sportback 2.0 TDI EU6 Quattro 184pk S-Line Ambition S-Tronic (Autom.airco,MMI navi+,Leder,ACC,DAB,Laneassist,LED koplamp,Keyless,S-Sportstoelen)",,5,Diesel,Automatic,Hatchback,A3,199000,2.0,184.0,36181.818181818184,92.0,18789.115966327794
7652,Audi A8 3.0 TFSI quattro Pro Line+ | Orig. NL-auto | Schuif-/kanteldak | Gevent. bruin leder | Massage |,,5,Petrol,Automatic,Sedan,A8,136038,3.0,,24734.18181818182,,42199.53832051811
7653,Audi A4 2.0 | NIEUWSTAAT | 1. EIG | NAVI MMI | ECC | AUDI ONDERHOUDEN |,,12,Petrol,Manual,Sedan,A4,138341,,,11067.28,,7985.383693815187
7654,Audi A4 Avant 1.6 Pro Line Business Zeer nette auto!,,12,Petrol,Manual,Station wagon,A4,239810,,,19184.8,,7082.375036735931
7655,Audi A4 2.0 TDI 150pk Pro Line,,3,Diesel,Manual,Sedan,A4,54067,2.0,150.0,15447.714285714286,75.0,28501.870163762254
7656,"Audi A3 Limousine 1.0 TFSI AUTOMAAT SPORT LEASE EDITION Navigatie MMI Cruise control Climatronic Sportstoelen Bluetooth 17"" LM Velgen",,2,Petrol,Automatic,Sedan,A3,19772,1.0,,7908.8,,30527.584816973587
7657,Audi A4 Limousine 35 TFSI S tronic 150pk SPORT S LINE BLACK EDITION * S LINE BLACK IN- & EXTERIEUR * MMI NAV * LED * VSB 99,,1,Petrol,Automatic,Sedan,A4,0,35.0,150.0,0.0,4.285714285714286,49926.84086244094
7658,Audi A4 2.0 TDI ultra Business Edition,,4,Diesel,Manual,Sedan,A4,85874,2.0,,19083.11111111111,,22189.989414472682
7659,Audi A1 Sportback 1.2 TFSI Ambition Pro Line incl nieuwe velgenset,,7,Petrol,Manual,Hatchback,A1,42268,1.2,,5635.733333333334,,13952.328328244612
7660,Audi A4 1.8 TFSI 170 PK S-LINE | S-Line In & Exterieur | Afneembare Trekhaak |Schuifkanteldak | Xenon | Navigatie |,,6,Petrol,Manual,Sedan,A4,141011,1.8,170.0,21694.0,94.44444444444444,18702.735025036025
7661,Audi A3 Sportback 35 TFSI 150pk CoD S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0,35.0,150.0,0.0,4.285714285714286,43247.36011897122
7662,Audi Q5 3.0 TDI Quattro S-Line,,10,Diesel,Automatic,SUV,Q5,250232,3.0,,23831.619047619046,,16876.97556379415
7663,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,25676.705019426237
7664,"Audi A5 Sportback 1.8 TFSI S-Edition Aut, Schuifdak, B&O, Leer, Navi, Full!",,5,Petrol,Automatic,Hatchback,A5,111494,1.8,,20271.636363636364,,25814.509286611872
7665,Audi A4 1.9 TDI H6,,15,Diesel,Manual,Station wagon,A4,277500,1.9,,17903.225806451614,,3724.7236341102152
7666,Audi Q5 2.0 TDI PRO LINE BUSINESS + NAVIGATIE,,7,Diesel,Manual,SUV,Q5,238636,2.0,,31818.133333333335,,19260.56750512775
7667,Audi A3 Limousine 1.4 TFSI 150PK Adrenalin ( S-Line exterieur) / Sportstoelen / Alcantara-leder bekleding / Navigatie MMi / 18 inch LM velgen /  Dual zone climate control / Bi-Xenon Koplampen / Led lampen achter,,3,Petrol,Manual,Sedan,A3,52651,1.4,150.0,15043.142857142857,107.14285714285715,26839.303112574697
7668,"Audi A4 Sedan 3.0 TDI 204pk AUT. S EDITION [S-Line] , Navi, Xenon led, HLeer, Full",,6,Diesel,Automatic,Sedan,A4,149226,3.0,204.0,22957.846153846152,68.0,23709.4237364475
7669,"Audi Q2 30 Tfsi 116pk S-tronic Sport, Parkeersensoren, Mmi naviatie, Telefoon",,1,Petrol,Automatic,SUV,Q2,0,30.0,116.0,0.0,3.8666666666666667,39589.95441580141
7670,"Audi Q5 2.0 TFSI quattro S-Tronic - MMI Navi Plus - Audi Sounsysteem - 20"" - Sportstoelen - Stoelverwarming - Parkeerhulp - Grootlichtassistent - Licht en Regensensor - Pre Sense Basic - PDC",,1,Petrol,Automatic,SUV,Q5,9189,2.0,,6126.0,,75707.57430045205
7671,Audi A3 Sportback Attraction 1.4 TFSI COD 110kw/150pk Pro Line,,4,Petrol,Manual,Hatchback,A3,65905,1.4,150.0,14645.555555555555,107.14285714285715,22676.36033267149
7672,Audi A4 1.8 TFSI BUSN. ED. / NAVI / BI-XENON / VOL LEDER,,6,Petrol,Automatic,Sedan,A4,137558,1.8,,21162.76923076923,,19881.267950336463
7673,Audi A2 1.4 Proline Exclusive Panorama Clima LMV PDC,,18,Petrol,Manual,Sedan,A2,104131,,,5628.7027027027025,,6755.784289179822
7674,Audi Q5 2.0TDI Quattro Aut. 2x S-Line/B+O/Xenon/Navi,,8,Diesel,Automatic,Hatchback,Q5,91724,2.0,,10791.058823529413,,24120.155237580682
7675,"Audi A1 Sportback 1.0 Tfsi 95pk Adrenalin | Navigatie | Airco | 17"" Velgen | Licht/ Regensensor | Fabrieks garantie t/m 22-02-2022 of 100.000km",,1,Petrol,Manual,Hatchback,A1,12999,1.0,95.0,8666.0,95.0,22227.729176697645
7676,Audi A3 Sportback 2.0 TDI Ambition Pro Line S / 150 PK / S-line Interieur + Exterieur / Origineel NED-Audi / 1e eigenaar,,6,Diesel,Manual,Hatchback,A3,87930,2.0,150.0,13527.692307692309,75.0,19944.19652785332
7677,Audi A3 Cabriolet 1.2 TFSI Ambition P. Line Alcantara/ Leer .,,8,Petrol,Manual,Cabriolet,A3,59840,1.2,,7040.0,,17985.526285037984
7678,Audi A1 1.4 TFSI 125PK PRO LINE NAVI PDC BT CRUISE 29.829Km | EINDEJAARSD€ALS!,,3,Petrol,Manual,Hatchback,A1,29829,1.4,125.0,8522.57142857143,89.28571428571429,21366.278860315277
7679,"Audi A5 Sportback 2.0 TFSI 190 PK MHEV Sport S-line Edition, | B&O| Panoramadak | VIRT COCKPIT | ZWART OPTIEK | *NIEUW* (559646)",,1,Petrol,Automatic,Hatchback,A5,0,2.0,190.0,0.0,95.0,59839.935428191086
7680,Audi A4 Allroad Allroad Quattro 2.7 V6 Exclusive 250PK Full options!,,16,Petrol,Automatic,SUV,A4,242245,,250.0,14681.515151515152,,3664.2993412766564
7681,Audi A4 Avant Lease edition 35 TFSI S tronic 150 pk,,0,Petrol,Automatic,Station wagon,A4,0,35.0,150.0,0.0,4.285714285714286,53450.66591056359
