car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,engine_displacement,horsepower,mileage_per_year,power_per_liter,predicted_price
Audi A3 Limousine 1.5 TFSI CoD 150pk S-tronic S-Line Edition + Panoramadak,,1,Petrol,Automatic,Sedan,A3,0,1.5,150.0,0.0,100.0,
Audi A1 A1 Sportbak Edition ONE 30TFSI handgeschakeld,,1,Petrol,Manual,Hatchback,A1,500,30.0,,333.3333333333333,,
Audi S4 3.0 TFSI S4 QUATTRO 333PK Navi Leer Clima Adapt cruise,,6,Petrol,Automatic,Sedan,S4,93881,3.0,333.0,14443.23076923077,111.0,
Audi Cabriolet A5 2.0 TFSI 270pk ABT quattro Pro Line S | Automaat | Bi-Xenon | Leder | 18'' | Navigatie | Rijklaarprijs!,,6,Petrol,Automatic,Cabriolet, A5,107676,2.0,270.0,16565.53846153846,135.0,
Audi A8 50 TDI 286 PK quattro PRO LINE PLUS 4 WIELBESTURING|TIPTRONIC|20 INCH|VALCONA LEDER|PANORAMADAK|REARSEAT ENTERTAINMENT,,1,Diesel,Automatic,Sedan,A8,11700,50.0,286.0,7800.0,5.72,
Audi A3 Sportback 1.4 TFSI STR Amb Pro L plus XENON NAVI CLIMA SPORTST,,6,Petrol,Automatic,Hatchback,A3,115366,1.4,,17748.615384615383,,
Audi A1 Sportback 30 TFSI S Line Pro Line S S-tronic,,1,Petrol,Automatic,Hatchback,A1,0,30.0,,0.0,,
Audi A5 1.8 TFSI 177pk multitronic,,2,Petrol,Automatic,Hatchback,A5,29000,1.8,177.0,11600.0,98.33333333333333,
Audi A3 Sportback 1.2 TFSI 105pk Attraction Advance Climate Navigatie Xenon,,6,Petrol,Manual,Hatchback,A3,108045,1.2,105.0,16622.30769230769,87.5,
Audi A6 Avant 2.8 FSI 190 PK AUTOMAAT PRO LINE | Leder | Navigatie | Elektrisch verstelbare voorstoelen | 18 Inch Lichtmetalen Velgen |,,10,Petrol,Automatic,Station wagon,A6,97373,,190.0,9273.619047619048,,
"Audi A3 Sportback 2.0 TDI Ambition Proline 140PK stoelverwarming, getint glas, trekhaak",,8,Diesel,Manual,Hatchback,A3,199807,2.0,140.0,23506.70588235294,70.0,
Audi TT S-LINE 2.0 QUATTRO AUTOMAAT + SPORTSTOELEN / KEYLESS GO,,4,Petrol,Automatic,Coupe,TT,63365,,,14081.111111111111,,
"Audi Q5 2.0 TFSI Quattro 252PK Automaat S Line Edition / S-Line / Audi Sound / Parkeerhulp Plus / Akoestisch Glas / Afgevlakt lederen stuur / LED / Clima / Navi / Cruise Control / Bluetooth / 19"" Velgen",,1,Petrol,Automatic,SUV,Q5,0,2.0,252.0,0.0,126.0,
Audi A5 Sportback 1.4 TFSI Sport,,1,Petrol,Automatic,Hatchback,A5,4904,1.4,,3269.3333333333335,,
Audi A3 sportback 1.9 TDI Attraction 77kW,,13,Diesel,Manual,Hatchback,A3,215256,1.9,,15944.888888888889,,
Audi Q2 30 TFSI Design Pro Line,,1,Petrol,Manual,SUV,Q2,0,30.0,,0.0,,
Audi A3 Sportback 1.4 TFSI 125PK S-Tronic Adrenalin Sport | S-Line in-/exterieur | Navigatie | Xenon | Climatronic | Parkeersensoren achter | Regen-/lichtsensor | Verlengde fabrieksgarantie t/m 16-02-2020 of 100.000 km | Elektrische ramen | Zwarte hemel | 18 inch lichtmetalen velgen | Leder/stof bekleding,,3,Petrol,Automatic,Hatchback,A3,45741,1.4,125.0,13068.857142857143,89.28571428571429,
"Audi Q3 2.0 Tdi 140pk Sport Edition, Parkeersensoren, Mmi navigatie, Telefoon, Airco",,5,Diesel,Manual,SUV,Q3,86181,2.0,140.0,15669.272727272728,70.0,
Audi R8 4.2 V8 FSI R-tronic B&O Magnetic Ride,,11,Petrol,Automatic,Coupe,R8,104284,,,9068.173913043478,,
"Audi Q5 2.0 TFSI 225pk Quattro Pro Line S + 20"" LMV + Leder",,6,Petrol,Manual,SUV,Q5,97225,2.0,225.0,14957.692307692309,112.5,
Audi Q5 New 2.0 TFSI 252pk Quattro Sport Design,,2,Petrol,Automatic,SUV,Q5,1990,2.0,252.0,796.0,126.0,
"Audi A3 1.6 TDI Ambiente Pro Line plus, Navigatie",,5,Diesel,Manual,Hatchback,A3,134846,1.6,,24517.454545454544,,
Audi A3 Sportback 1.4 TFSI Attr. ProLine Business | 1e Eig | Topstaat,,8,Petrol,Manual,Hatchback,A3,97061,1.4,,11418.941176470587,,
Audi A3 Sportback 1.0 TFSI 116PK Sport Pro Line S / 18 inch LM velgen / Sportstoelen /Matrix Led koplampen / stof-leder combinatie Navigatie MMI / Dynamische knipperlichten V + A / Audi Drive select,,2,Petrol,Automatic,Hatchback,A3,29445,1.0,116.0,11778.0,116.0,
Audi A4 2.0 TDI 150pk S-tronic Lease Edition,,1,Diesel,Automatic,Station wagon,A4,25000,2.0,150.0,16666.666666666668,75.0,
Audi A6 Avant 2.0 TFSI PRO LINE AUTOMAAT B.J 2008,,11,Petrol,Automatic,Station wagon,A6,185753,2.0,,16152.434782608696,,
Audi R8 Spyder 5.2FSI V10 S-Tronic |B&O|Mag.ride|Ruitenstiks.|Lederpakket|Quattro,,6,Petrol,Automatic,Cabriolet,R8,38000,,,5846.153846153846,,
Audi A5 Sportback 1.8 TFSI 144PK Adrenalin ( S-Line exterieur) / Bi-Xenon koplampen / Sportstoelen / Lendensteunen / PDC voor  & achter / achteruitrij camera / Bang & Olufsen Sound / Trekhaak afneembaar,,3,Petrol,Manual,Hatchback,A5,40711,1.8,144.0,11631.714285714286,80.0,
Audi Q5 2.0 TDI quattro 190pk Standkachel Bi Xenon Trekhaak VOl OPTIES,,4,Diesel,Automatic,SUV,Q5,109617,2.0,190.0,24359.333333333332,95.0,
Audi A5 Sportback 2.0 TDI Pro Line AUTOMAAT ECC XENON LMV ADAPT. CRUISE CONTROL 5 PERSOONS,,5,Diesel,Automatic,Hatchback,A5,112160,2.0,,20392.727272727272,,
Audi A5 Sportback S-Line Edition 2.0 TFSI 190pk S-tronic,,1,Petrol,Automatic,Hatchback,A5,0,2.0,190.0,0.0,95.0,
Audi A3 Sedan 1.6TDi Adrenalin S-line Ext.,,3,Diesel,Manual,Sedan,A3,109743,1.6,,31355.14285714286,,
Audi A4 Avant 2.0 TDI Pro Line S | Bang&Oluffsen | Pano | Navigatie,,6,Diesel,Automatic,Station wagon,A4,118000,2.0,,18153.846153846152,,
"Audi A3 Sportback 1.4 TFSI Ambition 150PK S-Tronic Automaat Navigatie | Xenon Plus | Drive Select | Parkeersensoren | 17"" Sportvelgen",,2,Petrol,Automatic,Hatchback,A3,15000,1.4,150.0,6000.0,107.14285714285715,
Audi 50 A7 Sportback TDI 286 pk PRO LINE S * PANORAMADAK * B&O * 21 INCH * ZWART OPTIEK * VSB4846,,1,Diesel,Automatic,Hatchback,A7,0,,286.0,0.0,,
"Audi A4 Allroad 2.0 TFSI Aut. Quattro Sportstoelen , Navi , Xenon, B&O",,5,Petrol,Automatic,Station wagon,A4,141290,2.0,,25689.090909090908,,
Audi A4 Avant 1.8 TFSI S Edition Navi/Pano/Xenon,,6,Petrol,Automatic,Station wagon,A4,180138,1.8,,27713.53846153846,,
"Audi A1 1.2 TFSI Admired S Line, Navi, Xenon, Cruise, Airco!",,5,Petrol,Manual,Hatchback,A1,94136,1.2,,17115.636363636364,,
"Audi A3 Sportback 1.4 TFSI Ambition Pro Line S [ S-LINE ], Panodak, Navi, Xenon, Hleer, Full",,7,Petrol,Manual,Hatchback,A3,96233,1.4,,12831.066666666668,,
Audi Q2 35 TFSI CoD 150 pk S-tronic Sport Pro Line S,,1,Petrol,Automatic,SUV,Q2,0,35.0,150.0,0.0,4.285714285714286,
Audi A5 2.0 TFSI Pro Line Quattro 155KW Xenon Navi Clima PDC LMV,,8,Petrol,Manual,Hatchback,A5,143564,2.0,,16889.882352941175,,
Audi A3 Limousine 116pk Lease Edition,,2,Petrol,Manual,Sedan,A3,500,,116.0,200.0,,
Audi A3 Limousine 1.5 TFSI CoD Sport S Line Edition,,1,Petrol,Automatic,Sedan,A3,0,1.5,,0.0,,
"Audi A1 Sportback 1.0 TFSI Ultra 95 pk Adrenalin S Line Airco ECC, Xenon, Navi, Dak Zwart, 22% Bijtelling",,2,Petrol,Manual,Hatchback,A1,52308,1.0,95.0,20923.2,95.0,
Audi A3 Sportback 1.6 TDI 110PK S-tronic Business line + Pano + Nav + EC,,6,Diesel,Automatic,Hatchback,A3,63963,1.6,110.0,9840.461538461539,68.75,
Audi A4 1.8 TFSIe EDITION XENON NAVI CLIMA CRUISE DEALERONDERHOUDEN LICHTMETAAL,,6,Petrol,Manual,Sedan,A4,111154,1.8,,17100.615384615383,,
Audi Q7 3.0 TDI Quattro Aut. Grijs Kenteken 3x S-Line,,8,Diesel,Automatic,Hatchback,Q7,93102,3.0,,10953.176470588236,,
Audi A3 Sportback 1.6 TDI Ambition Pro Line plus S-LINE Navi Dealerauto,,6,Diesel,Manual,Hatchback,A3,183022,1.6,,28157.23076923077,,
Audi A3 2.0 FSI Attraction,,14,Petrol,Manual,Hatchback,A3,213226,,,14705.241379310344,,
Audi A5 Sportback 1.8 TFSI Pro Line | Navi | Cruise control | Xenon,,7,Petrol,Manual,Hatchback,A5,158757,1.8,,21167.6,,
Audi A8 3.0 TDI Quattro Pro Line Plus Sport adaptive cruise control,,4,Diesel,Automatic,Sedan,A8,93325,3.0,,20738.88888888889,,
Audi A1 1.4 TFSI Pro Line S- Line Automaat 100% onderhouden label,,7,Petrol,Automatic,Hatchback,A1,90675,1.4,,12090.0,,
Audi A3 2.0 TFSI 200pk | CABRIO | NAVI | CRUISE CONTROL|,,10,Petrol,Automatic,Cabriolet,A3,141552,2.0,200.0,13481.142857142857,100.0,
Audi A6 Avant 3.0 TDI QUATTRO LEDER/SPORTSTOELEN/NAVIGATIE./PDC,,7,Diesel,Automatic,Station wagon,A6,159688,3.0,,21291.733333333334,,
Audi A4 Avant 2.0 225PK TFSI Aut Pro Line|1e Eig|Navi|Xenon,,5,Petrol,Automatic,Station wagon,A4,47697,,225.0,8672.181818181818,,
Audi A6 Allroad 3.0 TDI quattro Premium Edition DEALER OND. BTW-AUTO !,,4,Diesel,Automatic,SUV,A6,116967,3.0,,25992.666666666668,,
"Audi RS5 A5 4.2 FSI RS5 quattro 450 PK 20 Inch ""RIJKLAARPRIJS""",,6,Petrol,Automatic,Cabriolet,RS5,27764,,450.0,4271.384615384615,,
Audi A3 2.0 TDI Attraction / CLIMATE / 16'' LMV / 6-BAK!,,16,Diesel,Manual,Hatchback,A3,245048,2.0,,14851.39393939394,,
Audi A6 Avant 2.0 TDI 136pk Multitronic Lease Edition Sport + Afn. Trekhaak + MMI Navigatie Plus,,5,Diesel,Automatic,Station wagon,A6,60544,2.0,136.0,11008.0,68.0,
"Audi A3 Sportback 2.0 TDI EU6 Quattro 184pk S-Line Ambition S-Tronic (Autom.airco,MMI navi+,Leder,ACC,DAB,Laneassist,LED koplamp,Keyless,S-Sportstoelen)",,5,Diesel,Automatic,Hatchback,A3,199000,2.0,184.0,36181.818181818184,92.0,
Audi A8 3.0 TFSI quattro Pro Line+ | Orig. NL-auto | Schuif-/kanteldak | Gevent. bruin leder | Massage |,,5,Petrol,Automatic,Sedan,A8,136038,3.0,,24734.18181818182,,
Audi A4 2.0 | NIEUWSTAAT | 1. EIG | NAVI MMI | ECC | AUDI ONDERHOUDEN |,,12,Petrol,Manual,Sedan,A4,138341,,,11067.28,,
Audi A4 Avant 1.6 Pro Line Business Zeer nette auto!,,12,Petrol,Manual,Station wagon,A4,239810,,,19184.8,,
Audi A4 2.0 TDI 150pk Pro Line,,3,Diesel,Manual,Sedan,A4,54067,2.0,150.0,15447.714285714286,75.0,
"Audi A3 Limousine 1.0 TFSI AUTOMAAT SPORT LEASE EDITION Navigatie MMI Cruise control Climatronic Sportstoelen Bluetooth 17"" LM Velgen",,2,Petrol,Automatic,Sedan,A3,19772,1.0,,7908.8,,
Audi A4 Limousine 35 TFSI S tronic 150pk SPORT S LINE BLACK EDITION * S LINE BLACK IN- & EXTERIEUR * MMI NAV * LED * VSB 99,,1,Petrol,Automatic,Sedan,A4,0,35.0,150.0,0.0,4.285714285714286,
Audi A4 2.0 TDI ultra Business Edition,,4,Diesel,Manual,Sedan,A4,85874,2.0,,19083.11111111111,,
Audi A1 Sportback 1.2 TFSI Ambition Pro Line incl nieuwe velgenset,,7,Petrol,Manual,Hatchback,A1,42268,1.2,,5635.733333333334,,
Audi A4 1.8 TFSI 170 PK S-LINE | S-Line In & Exterieur | Afneembare Trekhaak |Schuifkanteldak | Xenon | Navigatie |,,6,Petrol,Manual,Sedan,A4,141011,1.8,170.0,21694.0,94.44444444444444,
Audi A3 Sportback 35 TFSI 150pk CoD S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0,35.0,150.0,0.0,4.285714285714286,
Audi Q5 3.0 TDI Quattro S-Line,,10,Diesel,Automatic,SUV,Q5,250232,3.0,,23831.619047619046,,
Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,1.0,95.0,0.0,95.0,
"Audi A5 Sportback 1.8 TFSI S-Edition Aut, Schuifdak, B&O, Leer, Navi, Full!",,5,Petrol,Automatic,Hatchback,A5,111494,1.8,,20271.636363636364,,
Audi A4 1.9 TDI H6,,15,Diesel,Manual,Station wagon,A4,277500,1.9,,17903.225806451614,,
Audi Q5 2.0 TDI PRO LINE BUSINESS + NAVIGATIE,,7,Diesel,Manual,SUV,Q5,238636,2.0,,31818.133333333335,,
Audi A3 Limousine 1.4 TFSI 150PK Adrenalin ( S-Line exterieur) / Sportstoelen / Alcantara-leder bekleding / Navigatie MMi / 18 inch LM velgen /  Dual zone climate control / Bi-Xenon Koplampen / Led lampen achter,,3,Petrol,Manual,Sedan,A3,52651,1.4,150.0,15043.142857142857,107.14285714285715,
"Audi A4 Sedan 3.0 TDI 204pk AUT. S EDITION [S-Line] , Navi, Xenon led, HLeer, Full",,6,Diesel,Automatic,Sedan,A4,149226,3.0,204.0,22957.846153846152,68.0,
"Audi Q2 30 Tfsi 116pk S-tronic Sport, Parkeersensoren, Mmi naviatie, Telefoon",,1,Petrol,Automatic,SUV,Q2,0,30.0,116.0,0.0,3.8666666666666667,
"Audi Q5 2.0 TFSI quattro S-Tronic - MMI Navi Plus - Audi Sounsysteem - 20"" - Sportstoelen - Stoelverwarming - Parkeerhulp - Grootlichtassistent - Licht en Regensensor - Pre Sense Basic - PDC",,1,Petrol,Automatic,SUV,Q5,9189,2.0,,6126.0,,
Audi A3 Sportback Attraction 1.4 TFSI COD 110kw/150pk Pro Line,,4,Petrol,Manual,Hatchback,A3,65905,1.4,150.0,14645.555555555555,107.14285714285715,
Audi A4 1.8 TFSI BUSN. ED. / NAVI / BI-XENON / VOL LEDER,,6,Petrol,Automatic,Sedan,A4,137558,1.8,,21162.76923076923,,
Audi A2 1.4 Proline Exclusive Panorama Clima LMV PDC,,18,Petrol,Manual,Sedan,A2,104131,,,5628.7027027027025,,
Audi Q5 2.0TDI Quattro Aut. 2x S-Line/B+O/Xenon/Navi,,8,Diesel,Automatic,Hatchback,Q5,91724,2.0,,10791.058823529413,,
"Audi A1 Sportback 1.0 Tfsi 95pk Adrenalin | Navigatie | Airco | 17"" Velgen | Licht/ Regensensor | Fabrieks garantie t/m 22-02-2022 of 100.000km",,1,Petrol,Manual,Hatchback,A1,12999,1.0,95.0,8666.0,95.0,
Audi A3 Sportback 2.0 TDI Ambition Pro Line S / 150 PK / S-line Interieur + Exterieur / Origineel NED-Audi / 1e eigenaar,,6,Diesel,Manual,Hatchback,A3,87930,2.0,150.0,13527.692307692309,75.0,
Audi A3 Cabriolet 1.2 TFSI Ambition P. Line Alcantara/ Leer .,,8,Petrol,Manual,Cabriolet,A3,59840,1.2,,7040.0,,
Audi A1 1.4 TFSI 125PK PRO LINE NAVI PDC BT CRUISE 29.829Km | EINDEJAARSD€ALS!,,3,Petrol,Manual,Hatchback,A1,29829,1.4,125.0,8522.57142857143,89.28571428571429,
"Audi A5 Sportback 2.0 TFSI 190 PK MHEV Sport S-line Edition, | B&O| Panoramadak | VIRT COCKPIT | ZWART OPTIEK | *NIEUW* (559646)",,1,Petrol,Automatic,Hatchback,A5,0,2.0,190.0,0.0,95.0,
Audi A4 Allroad Allroad Quattro 2.7 V6 Exclusive 250PK Full options!,,16,Petrol,Automatic,SUV,A4,242245,,250.0,14681.515151515152,,
Audi A4 Avant Lease edition 35 TFSI S tronic 150 pk,,0,Petrol,Automatic,Station wagon,A4,0,35.0,150.0,0.0,4.285714285714286,
"Audi A3 Sportback 1.4 TFSI S tronic Attraction Pro Line, Automaat, Navigatie",,5,Petrol,Automatic,Hatchback,A3,140616,1.4,,25566.545454545456,,
Audi Q5 3.0 TDI quattro LEER|NAVI|XENON|CLIMA|,,10,Diesel,Automatic,SUV,Q5,192460,3.0,,18329.52380952381,,
Audi A3 Sportback 1.5 TFSI CoD 150pk S-tronic Sport Pro Line + MMI Navigatie + Stoelverwarming,,1,Petrol,Automatic,Hatchback,A3,3765,1.5,150.0,2510.0,100.0,
Audi A3 Cabriolet 1.8 TFSI Attraction,,11,Petrol,Manual,Cabriolet,A3,160962,1.8,,13996.695652173914,,
Audi Q3 2.0 TFSI QUATTRO BUSINESS EDITION / Navi / Comfort stoel / Bi-Xenon / PDC V+A,,6,Petrol,Automatic,SUV,Q3,132922,2.0,,20449.53846153846,,
Audi A5 Sportback 2.0 TDI 190pk S-tronic Launch Edition,,1,Diesel,Automatic,Hatchback,A5,19000,2.0,190.0,12666.666666666666,95.0,
"Audi A3 1.2 TFSI AMBITION PRO LINE S , Connectivity pakket, Half Leer, Navi",,4,Petrol,Manual,Hatchback,A3,130586,1.2,,29019.11111111111,,
Audi A4 1.8 TFSIe EDITION + B&O / SCHUIFDAK / SPORTSTOELEN,,6,Petrol,Manual,Sedan,A4,150207,1.8,,23108.76923076923,,
Audi A3 Sportback 1.8 TFSI Attraction Pro Line Business,,12,Petrol,Manual,Hatchback,A3,142528,1.8,,11402.24,,
"Audi Q2 1.0 TFSI 116PK Automaat Sport Pro Line / Navi / Clima / Sportstoelen / Aluminium inleg / Parkeerhulp Achter / Middenarmsteun / Bluetooth / Cruise control / 19"" Velgen",,1,Petrol,Automatic,SUV,Q2,0,1.0,116.0,0.0,116.0,
Audi A6 2.0 TDI Business Edition,,5,Diesel,Automatic,Station wagon,A6,84650,2.0,,15390.90909090909,,
"Audi A3 Sportback 1.4 TFSI S-Tronic, Navigatie, Xenon",,6,Petrol,Automatic,Hatchback,A3,119184,1.4,,18336.0,,
Audi A4 Cabriolet 2.4 V6 Automaat origineel NL auto,,16,Petrol,Automatic,Cabriolet,A4,215197,,,13042.242424242424,,
Audi A3 Cabriolet Sport Pro Line S 150 pk S-tronic,,2,Petrol,Automatic,Cabriolet,A3,20466,,150.0,8186.4,,
Audi SQ5 3.0 TDI BiT 313pk Tiptronic Quattro Pro Line Plus + 20'' LMV + B&O Sound,,5,Diesel,Automatic,SUV,SQ5,107579,3.0,313.0,19559.81818181818,104.33333333333333,
Audi A3 Limousine 1.5 TFSI 150PK Stronic S Line Edition | Pano | 18'' | Afgevlakt stuurwiel,,1,Petrol,Automatic,Sedan,A3,0,1.5,150.0,0.0,100.0,
Audi A6 Avant 3.0 TDI Pro Line Plus,,6,Diesel,Automatic,Station wagon,A6,226331,3.0,,34820.153846153844,,
Audi A3 1.6 Attraction l nieuwe apk l nette staat,,17,Petrol,Manual,Hatchback,A3,175943,,,10053.885714285714,,
Audi A6 2.4 5V Ambition,,19,Petrol,Automatic,Station wagon,A6,263000,,,13487.179487179486,,
Audi A1 Sportback 1.0 TFSI 5-bak Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,1.0,,0.0,,
Audi A3 Sportback 1.4 TFSI Attraction Pro Line plus | Navigatie | Xenon | Dealer onderhouden,,6,Petrol,Manual,Hatchback,A3,119074,1.4,,18319.076923076922,,
Audi A3 SPORTBACK 1.4 TFSI Pro Line S-Tronic NAVI LEDER,,6,Petrol,Automatic,Hatchback,A3,80151,1.4,,12330.923076923076,,
"Audi A4 Sedan 1.8 TFSI Pro Line S 170PK [S-Line] ,Navi, Xenon, Hleer, Full",,7,Petrol,Automatic,Sedan,A4,169658,1.8,170.0,22621.066666666666,94.44444444444444,
Audi Q3 1.4 TFSI pro line 2x s-line,,4,Petrol,Automatic,SUV,Q3,55421,1.4,,12315.777777777777,,
Audi A3 Sportback 30 TFSI 116pk PRO LINE * AIRCO * NAVIGATIE * CRUISE CONTROL * VSB8139,,1,Petrol,Manual,Hatchback,A3,0,30.0,116.0,0.0,3.8666666666666667,
Audi A3 Limousine S Line Edition | PrivacyGlas | Zwartoptiek | 19 inch | 1.5 150 PK TFSI CoD Sport *NIEUW* (543805),,1,Petrol,Automatic,Sedan,A3,0,,150.0,0.0,,
Audi A1 1.2 TFSI Ambition Bi-Xenon LED Pakket Navi Airco Cruise Dealer o,,7,Petrol,Manual,Hatchback,A1,152349,1.2,,20313.2,,
Audi Q2 1.0 TFSI 116pk Design,,1,Petrol,Automatic,Hatchback,Q2,25120,1.0,116.0,16746.666666666668,116.0,
"Audi Q2 1.6 TDI Design 115pk, Airco, LED Koplampen, Navigatie voorbereiding, PDC V+A",,1,Diesel,Manual,SUV,Q2,518,1.6,115.0,345.3333333333333,71.875,
Audi A1 Sportback 1.4 TDI 90pk Pro Line + Climate Control + PDC,,4,Diesel,Manual,Hatchback,A1,100990,1.4,90.0,22442.222222222223,64.28571428571429,
Audi A6 Avant 3.0 TDI BITURBO QUATTRO PRO LINE S,,7,Diesel,Automatic,Station wagon,A6,164900,3.0,,21986.666666666668,,
Audi A6 2.0 TDI ultra Business Edition S-Tronic,,5,Diesel,Automatic,Station wagon,A6,189000,2.0,,34363.63636363636,,
Audi A3 Limousine 1.5 TFSI CoD 150pk S-tronic S-Line Edition + Panoramadak,,1,Petrol,Automatic,Sedan,A3,7000,1.5,150.0,4666.666666666667,100.0,
"Audi Q5 2.0 TFSI QUATTRO PRO LINE NED.AUTO, AFN.TREKHAAK, LM WIELEN, LEDER, NAVIGATIE, BI-XENON, LED VERLICHTING",,10,Petrol,Automatic,SUV,Q5,152851,2.0,,14557.238095238095,,
Audi A3 SPORTBACK 1.6 TDI 81KW PROLINE+,,6,Diesel,Manual,Hatchback,A3,226729,1.6,,34881.38461538462,,
Audi A4 Allroad 2.0 TDI Quattro Edition - Panoramadak,,2,Diesel,Automatic,Station wagon,A4,53254,2.0,,21301.6,,
Audi A5 Cabriolet 2.0 TFSI 155KW Pro Line Automaat,,8,Petrol,Automatic,Cabriolet,A5,97061,2.0,,11418.941176470587,,
Audi A7 Sportback 3.0 Tdi Quattro S-Line Luchtvering/Schuifdak/HUD/Memory/LED/Camera DSG,,7,Diesel,Automatic,Hatchback,A7,179806,3.0,,23974.133333333335,,
Audi RS Q3 Quattro || 310 pk || Bose geluidsintallatie || Navigatie || Leder RS interieur,,5,Petrol,Automatic,SUV,RS,75700,,310.0,13763.636363636364,,
Audi A3 Sportback 1.4 TFSI Attraction Pro Line | Navigatie | Parkeersensoren,,9,Petrol,Manual,Hatchback,A3,147730,1.4,,15550.526315789473,,
Audi A4 Allroad 3.0 TDI QUATTRO 240PK Pro Line | AUT. | PANO | NAVI |,,10,Diesel,Automatic,Station wagon,A4,241990,3.0,240.0,23046.666666666668,80.0,
Audi A4 2.0 Pro Line Airco Info en foto`s volgen,,14,Petrol,Manual,Sedan,A4,162459,,,11204.068965517241,,
"Audi A1 1,4tfsi pro line",,6,Petrol,Manual,Hatchback,A1,92626,4.0,,14250.153846153846,,
"Audi A3 Sportback 116PK S Line Edition S-tronic | B&O | Zwarte-dakr. | 19"" LMV",,1,Petrol,Automatic,Hatchback,A3,0,,116.0,0.0,,
"Audi A1 1.4 TFSI Pro line S [S-Line] s-tronic ,Xenon Led, Navi, Hleer, ECC, LMV",,8,Petrol,Automatic,Hatchback,A1,119147,1.4,,14017.29411764706,,
"Audi A5 Sportback 1.8 TFSI S Edition 1e eigenaar, dealer onderh.",,6,Petrol,Automatic,Hatchback,A5,99863,1.8,,15363.538461538461,,
"Audi A1 Sportback 1.2 TFSI PRO LINE S [S-Line] 5 drs, Navi, Xenon, Hleer, ECC, LMV",,6,Petrol,Manual,Hatchback,A1,134203,1.2,,20646.615384615383,,
Audi RS6 AVANT LOADED WITH OPTIONS!,,6,Petrol,Automatic,Station wagon,RS6,99873,,,15365.076923076924,,
Audi A3 Sportback 1.4 TFSI Ambition Pro Line 5-Deurs Clima!,,11,Petrol,Manual,Hatchback,A3,228190,1.4,,19842.608695652172,,
Audi A4 Limousine 2.0 TDI 150pk s-tronic Lease Edition,,2,Diesel,Automatic,Sedan,A4,37500,2.0,150.0,15000.0,75.0,
Audi A6 Avant 3.0BiTDI 326pk quattro Competition Luchtv PanoDak LED Bose ACC RS-zetels Lane/Side Camera,,3,Diesel,Automatic,Station wagon,A6,54770,,326.0,15648.57142857143,,
"Audi SQ5 Q5 313PK QUATTRO BLACK OPTIC PACK / Panodak / Adaptieve Cruise / Standkachel / Camera / Trekhaak / Alarm / 21"".",,5,Diesel,Automatic,SUV,SQ5,64496,,313.0,11726.545454545454,,
Audi A3 SPORTBACK 1.6 TDI ATTRACTION ADVANCE zeer nette auto!!,,7,Diesel,Manual,Hatchback,A3,188987,1.6,,25198.266666666666,,
Audi A4 1.6 Pro Line Trekhaak,,15,Petrol,Manual,Sedan,A4,199272,,,12856.258064516129,,
Audi A1 1.2 Tfsi 63kW Pro Line S-Line Xenon/Led/Leder/Navi/Bt/Ecc/Crc/Lmv,,7,Petrol,Manual,Hatchback,A1,53769,1.2,,7169.2,,
"Audi A3 Limousine 1.4 TFSI Aut7/S-tronic 239,- p/m! (s-line,xenon,navi)",,6,Petrol,Automatic,Sedan,A3,160076,1.4,,24627.076923076922,,
"Audi A6 50 Tdi 286pk Tiptronic Sport Quattro, B&O Sound, DAB, Lane+Side assist, PDC",,1,Diesel,Automatic,Sedan,A6,0,50.0,286.0,0.0,5.72,
Audi A4 Avant 2.0 TDI BUSINESS EDITION,,5,Diesel,Automatic,Station wagon,A4,78615,2.0,,14293.636363636364,,
Audi A1 1.2 TFSI Ambition Pro Line Business,,8,Petrol,Manual,Hatchback,A1,112500,1.2,,13235.29411764706,,
Audi A4 Avant 2.0 TFSI MHEV S-tronic S line edition,,1,Petrol,Automatic,Station wagon,A4,0,2.0,,0.0,,
Audi A4 2.0 TDI 150PK AUTOMAAT BUSINESS EDITION 100% DEALERONDERHOUDEN !!,,4,Diesel,Automatic,Sedan,A4,93340,2.0,150.0,20742.222222222223,75.0,
Audi A4 Avant 1.8 TFSI Pro Line Business,,11,Petrol,Automatic,Station wagon,A4,220292,1.8,,19155.82608695652,,
Audi A6 Avant 40TDI/204pk Launch edition Business · Panoramadak · Virtual Cockpit · Elek. verstelbare voorstoelen,,1,Diesel,Automatic,Sedan,A6,0,40.0,204.0,0.0,5.1,
Audi A4 Avant 2.0 TDI 170PK S-Line!! Navi/Xenon/Bluetooth,,12,Diesel,Manual,Station wagon,A4,256768,2.0,170.0,20541.44,85.0,
Audi A4 Avant Lease edition 30 TDI S tronic 122 pk,,0,Diesel,Automatic,Station wagon,A4,0,30.0,122.0,0.0,4.066666666666666,
"Audi A3 Sportback 1.0 TFSI Sport 116PK Cruise, Clima, Pdc | EINDEJAARSD€ALS!",,2,Petrol,Manual,Hatchback,A3,7242,1.0,116.0,2896.8,116.0,
Audi S1 2.0 TFSI Quattro Pro Line Plus,,3,Petrol,Manual,Hatchback,S1,47266,2.0,,13504.57142857143,,
