index,car_description,price,age,fuel_type,transmission,bodystyle,car_model,mileage,predicted_price
7627,"Audi A4 Allroad 2.0 TFSI Aut. Quattro Sportstoelen , Navi , Xenon, B&O",,5,Petrol,Automatic,Station wagon,A4,141290,19639.483333333334
7628,Audi A4 Avant 1.8 TFSI S Edition Navi/Pano/Xenon,,6,Petrol,Automatic,Station wagon,A4,180138,18676.333333333332
7629,"Audi A1 1.2 TFSI Admired S Line, Navi, Xenon, Cruise, Airco!",,5,Petrol,Manual,Hatchback,A1,94136,15762.15
7630,"Audi A3 Sportback 1.4 TFSI Ambition Pro Line S [ S-LINE ], Panodak, Navi, Xenon, Hleer, Full",,7,Petrol,Manual,Hatchback,A3,96233,14854.483333333334
7631,Audi Q2 35 TFSI CoD 150 pk S-tronic Sport Pro Line S,,1,Petrol,Automatic,SUV,Q2,0,42252.942052272585
7632,Audi A5 2.0 TFSI Pro Line Quattro 155KW Xenon Navi Clima PDC LMV,,8,Petrol,Manual,Hatchback,A5,143564,17590.05
7633,Audi A3 Limousine 116pk Lease Edition,,2,Petrol,Manual,Sedan,A3,500,39320.492378103096
7634,Audi A3 Limousine 1.5 TFSI CoD Sport S Line Edition,,1,Petrol,Automatic,Sedan,A3,0,42683.08304652113
7635,"Audi A1 Sportback 1.0 TFSI Ultra 95 pk Adrenalin S Line Airco ECC, Xenon, Navi, Dak Zwart, 22% Bijtelling",,2,Petrol,Manual,Hatchback,A1,52308,19921.683333333334
7636,Audi A3 Sportback 1.6 TDI 110PK S-tronic Business line + Pano + Nav + EC,,6,Diesel,Automatic,Hatchback,A3,63963,22014.0
7637,Audi A4 1.8 TFSIe EDITION XENON NAVI CLIMA CRUISE DEALERONDERHOUDEN LICHTMETAAL,,6,Petrol,Manual,Sedan,A4,111154,17807.266666666666
7638,Audi Q7 3.0 TDI Quattro Aut. Grijs Kenteken 3x S-Line,,8,Diesel,Automatic,Hatchback,Q7,93102,29492.216666666667
7639,Audi A3 Sportback 1.6 TDI Ambition Pro Line plus S-LINE Navi Dealerauto,,6,Diesel,Manual,Hatchback,A3,183022,12362.183333333332
7640,Audi A3 2.0 FSI Attraction,,14,Petrol,Manual,Hatchback,A3,213226,5605.783333333334
7641,Audi A5 Sportback 1.8 TFSI Pro Line | Navi | Cruise control | Xenon,,7,Petrol,Manual,Hatchback,A5,158757,19627.866666666665
7642,Audi A8 3.0 TDI Quattro Pro Line Plus Sport adaptive cruise control,,4,Diesel,Automatic,Sedan,A8,93325,53930.333333333336
7643,Audi A1 1.4 TFSI Pro Line S- Line Automaat 100% onderhouden label,,7,Petrol,Automatic,Hatchback,A1,90675,16838.433333333334
7644,Audi A3 2.0 TFSI 200pk | CABRIO | NAVI | CRUISE CONTROL|,,10,Petrol,Automatic,Cabriolet,A3,141552,12179.716666666667
7645,Audi A6 Avant 3.0 TDI QUATTRO LEDER/SPORTSTOELEN/NAVIGATIE./PDC,,7,Diesel,Automatic,Station wagon,A6,159688,24118.066666666666
7646,Audi A4 Avant 2.0 225PK TFSI Aut Pro Line|1e Eig|Navi|Xenon,,5,Petrol,Automatic,Station wagon,A4,47697,24587.2
7647,Audi A6 Allroad 3.0 TDI quattro Premium Edition DEALER OND. BTW-AUTO !,,4,Diesel,Automatic,SUV,A6,116967,46889.9
7648,"Audi RS5 A5 4.2 FSI RS5 quattro 450 PK 20 Inch ""RIJKLAARPRIJS""",,6,Petrol,Automatic,Cabriolet,RS5,27764,64725.316666666666
7649,Audi A3 2.0 TDI Attraction / CLIMATE / 16'' LMV / 6-BAK!,,16,Diesel,Manual,Hatchback,A3,245048,2904.766666666667
7650,Audi A6 Avant 2.0 TDI 136pk Multitronic Lease Edition Sport + Afn. Trekhaak + MMI Navigatie Plus,,5,Diesel,Automatic,Station wagon,A6,60544,38942.083333333336
7651,"Audi A3 Sportback 2.0 TDI EU6 Quattro 184pk S-Line Ambition S-Tronic (Autom.airco,MMI navi+,Leder,ACC,DAB,Laneassist,LED koplamp,Keyless,S-Sportstoelen)",,5,Diesel,Automatic,Hatchback,A3,199000,16791.9
7652,Audi A8 3.0 TFSI quattro Pro Line+ | Orig. NL-auto | Schuif-/kanteldak | Gevent. bruin leder | Massage |,,5,Petrol,Automatic,Sedan,A8,136038,52333.51666666667
7653,Audi A4 2.0 | NIEUWSTAAT | 1. EIG | NAVI MMI | ECC | AUDI ONDERHOUDEN |,,12,Petrol,Manual,Sedan,A4,138341,7416.783333333334
7654,Audi A4 Avant 1.6 Pro Line Business Zeer nette auto!,,12,Petrol,Manual,Station wagon,A4,239810,7174.733333333334
7655,Audi A4 2.0 TDI 150pk Pro Line,,3,Diesel,Manual,Sedan,A4,54067,32960.433333333334
7656,"Audi A3 Limousine 1.0 TFSI AUTOMAAT SPORT LEASE EDITION Navigatie MMI Cruise control Climatronic Sportstoelen Bluetooth 17"" LM Velgen",,2,Petrol,Automatic,Sedan,A3,19772,33446.816666666666
7657,Audi A4 Limousine 35 TFSI S tronic 150pk SPORT S LINE BLACK EDITION * S LINE BLACK IN- & EXTERIEUR * MMI NAV * LED * VSB 99,,1,Petrol,Automatic,Sedan,A4,0,50582.90664290482
7658,Audi A4 2.0 TDI ultra Business Edition,,4,Diesel,Manual,Sedan,A4,85874,21708.183333333334
7659,Audi A1 Sportback 1.2 TFSI Ambition Pro Line incl nieuwe velgenset,,7,Petrol,Manual,Hatchback,A1,42268,13696.783333333333
7660,Audi A4 1.8 TFSI 170 PK S-LINE | S-Line In & Exterieur | Afneembare Trekhaak |Schuifkanteldak | Xenon | Navigatie |,,6,Petrol,Manual,Sedan,A4,141011,18369.316666666666
7661,Audi A3 Sportback 35 TFSI 150pk CoD S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0,41960.6792971421
7662,Audi Q5 3.0 TDI Quattro S-Line,,10,Diesel,Automatic,SUV,Q5,250232,19191.85
7663,Audi A1 Sportback 1.0 TFSI 95pk Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,27813.002916440248
7664,"Audi A5 Sportback 1.8 TFSI S-Edition Aut, Schuifdak, B&O, Leer, Navi, Full!",,5,Petrol,Automatic,Hatchback,A5,111494,26660.916666666668
7665,Audi A4 1.9 TDI H6,,15,Diesel,Manual,Station wagon,A4,277500,3220.8
7666,Audi Q5 2.0 TDI PRO LINE BUSINESS + NAVIGATIE,,7,Diesel,Manual,SUV,Q5,238636,17278.833333333332
7667,Audi A3 Limousine 1.4 TFSI 150PK Adrenalin ( S-Line exterieur) / Sportstoelen / Alcantara-leder bekleding / Navigatie MMi / 18 inch LM velgen /  Dual zone climate control / Bi-Xenon Koplampen / Led lampen achter,,3,Petrol,Manual,Sedan,A3,52651,23922.2
7668,"Audi A4 Sedan 3.0 TDI 204pk AUT. S EDITION [S-Line] , Navi, Xenon led, HLeer, Full",,6,Diesel,Automatic,Sedan,A4,149226,19901.95
7669,"Audi Q2 30 Tfsi 116pk S-tronic Sport, Parkeersensoren, Mmi naviatie, Telefoon",,1,Petrol,Automatic,SUV,Q2,0,42252.942052272585
7670,"Audi Q5 2.0 TFSI quattro S-Tronic - MMI Navi Plus - Audi Sounsysteem - 20"" - Sportstoelen - Stoelverwarming - Parkeerhulp - Grootlichtassistent - Licht en Regensensor - Pre Sense Basic - PDC",,1,Petrol,Automatic,SUV,Q5,9189,88361.03333333334
7671,Audi A3 Sportback Attraction 1.4 TFSI COD 110kw/150pk Pro Line,,4,Petrol,Manual,Hatchback,A3,65905,23698.633333333335
7672,Audi A4 1.8 TFSI BUSN. ED. / NAVI / BI-XENON / VOL LEDER,,6,Petrol,Automatic,Sedan,A4,137558,19708.583333333332
7673,Audi A2 1.4 Proline Exclusive Panorama Clima LMV PDC,,18,Petrol,Manual,Sedan,A2,104131,5338.65
7674,Audi Q5 2.0TDI Quattro Aut. 2x S-Line/B+O/Xenon/Navi,,8,Diesel,Automatic,Hatchback,Q5,91724,24431.166666666668
7675,"Audi A1 Sportback 1.0 Tfsi 95pk Adrenalin | Navigatie | Airco | 17"" Velgen | Licht/ Regensensor | Fabrieks garantie t/m 22-02-2022 of 100.000km",,1,Petrol,Manual,Hatchback,A1,12999,22660.933333333334
7676,Audi A3 Sportback 2.0 TDI Ambition Pro Line S / 150 PK / S-line Interieur + Exterieur / Origineel NED-Audi / 1e eigenaar,,6,Diesel,Manual,Hatchback,A3,87930,16798.25
7677,Audi A3 Cabriolet 1.2 TFSI Ambition P. Line Alcantara/ Leer .,,8,Petrol,Manual,Cabriolet,A3,59840,18356.683333333334
7678,Audi A1 1.4 TFSI 125PK PRO LINE NAVI PDC BT CRUISE 29.829Km | EINDEJAARSD€ALS!,,3,Petrol,Manual,Hatchback,A1,29829,18267.816666666666
7679,"Audi A5 Sportback 2.0 TFSI 190 PK MHEV Sport S-line Edition, | B&O| Panoramadak | VIRT COCKPIT | ZWART OPTIEK | *NIEUW* (559646)",,1,Petrol,Automatic,Hatchback,A5,0,58238.0792900887
7680,Audi A4 Allroad Allroad Quattro 2.7 V6 Exclusive 250PK Full options!,,16,Petrol,Automatic,SUV,A4,242245,4220.95
7681,Audi A4 Avant Lease edition 35 TFSI S tronic 150 pk,,0,Petrol,Automatic,Station wagon,A4,0,55734.53315093718
7682,"Audi A3 Sportback 1.4 TFSI S tronic Attraction Pro Line, Automaat, Navigatie",,5,Petrol,Automatic,Hatchback,A3,140616,17863.633333333335
7683,Audi Q5 3.0 TDI quattro LEER|NAVI|XENON|CLIMA|,,10,Diesel,Automatic,SUV,Q5,192460,17475.75
7684,Audi A3 Sportback 1.5 TFSI CoD 150pk S-tronic Sport Pro Line + MMI Navigatie + Stoelverwarming,,1,Petrol,Automatic,Hatchback,A3,3765,40493.617380952375
7685,Audi A3 Cabriolet 1.8 TFSI Attraction,,11,Petrol,Manual,Cabriolet,A3,160962,10767.116666666667
7686,Audi Q3 2.0 TFSI QUATTRO BUSINESS EDITION / Navi / Comfort stoel / Bi-Xenon / PDC V+A,,6,Petrol,Automatic,SUV,Q3,132922,28012.266666666666
7687,Audi A5 Sportback 2.0 TDI 190pk S-tronic Launch Edition,,1,Diesel,Automatic,Hatchback,A5,19000,49950.9288888889
7688,"Audi A3 1.2 TFSI AMBITION PRO LINE S , Connectivity pakket, Half Leer, Navi",,4,Petrol,Manual,Hatchback,A3,130586,18447.383333333335
7689,Audi A4 1.8 TFSIe EDITION + B&O / SCHUIFDAK / SPORTSTOELEN,,6,Petrol,Manual,Sedan,A4,150207,15988.933333333332
7690,Audi A3 Sportback 1.8 TFSI Attraction Pro Line Business,,12,Petrol,Manual,Hatchback,A3,142528,8528.8
7691,"Audi Q2 1.0 TFSI 116PK Automaat Sport Pro Line / Navi / Clima / Sportstoelen / Aluminium inleg / Parkeerhulp Achter / Middenarmsteun / Bluetooth / Cruise control / 19"" Velgen",,1,Petrol,Automatic,SUV,Q2,0,42252.942052272585
7692,Audi A6 2.0 TDI Business Edition,,5,Diesel,Automatic,Station wagon,A6,84650,37165.066666666666
7693,"Audi A3 Sportback 1.4 TFSI S-Tronic, Navigatie, Xenon",,6,Petrol,Automatic,Hatchback,A3,119184,20974.533333333333
7694,Audi A4 Cabriolet 2.4 V6 Automaat origineel NL auto,,16,Petrol,Automatic,Cabriolet,A4,215197,5071.433333333333
7695,Audi A3 Cabriolet Sport Pro Line S 150 pk S-tronic,,2,Petrol,Automatic,Cabriolet,A3,20466,41097.1
7696,Audi SQ5 3.0 TDI BiT 313pk Tiptronic Quattro Pro Line Plus + 20'' LMV + B&O Sound,,5,Diesel,Automatic,SUV,SQ5,107579,42647.61666666667
7697,Audi A3 Limousine 1.5 TFSI 150PK Stronic S Line Edition | Pano | 18'' | Afgevlakt stuurwiel,,1,Petrol,Automatic,Sedan,A3,0,42683.08304652113
7698,Audi A6 Avant 3.0 TDI Pro Line Plus,,6,Diesel,Automatic,Station wagon,A6,226331,22070.4
7699,Audi A3 1.6 Attraction l nieuwe apk l nette staat,,17,Petrol,Manual,Hatchback,A3,175943,3760.05
7700,Audi A6 2.4 5V Ambition,,19,Petrol,Automatic,Station wagon,A6,263000,3066.3
7701,Audi A1 Sportback 1.0 TFSI 5-bak Advance Sport,,1,Petrol,Manual,Hatchback,A1,0,27813.002916440248
7702,Audi A3 Sportback 1.4 TFSI Attraction Pro Line plus | Navigatie | Xenon | Dealer onderhouden,,6,Petrol,Manual,Hatchback,A3,119074,17863.483333333334
7703,Audi A3 SPORTBACK 1.4 TFSI Pro Line S-Tronic NAVI LEDER,,6,Petrol,Automatic,Hatchback,A3,80151,21794.65
7704,"Audi A4 Sedan 1.8 TFSI Pro Line S 170PK [S-Line] ,Navi, Xenon, Hleer, Full",,7,Petrol,Automatic,Sedan,A4,169658,17173.133333333335
7705,Audi Q3 1.4 TFSI pro line 2x s-line,,4,Petrol,Automatic,SUV,Q3,55421,40535.53333333333
7706,Audi A3 Sportback 30 TFSI 116pk PRO LINE * AIRCO * NAVIGATIE * CRUISE CONTROL * VSB8139,,1,Petrol,Manual,Hatchback,A3,0,36972.19161391285
7707,Audi A3 Limousine S Line Edition | PrivacyGlas | Zwartoptiek | 19 inch | 1.5 150 PK TFSI CoD Sport *NIEUW* (543805),,1,Petrol,Automatic,Sedan,A3,0,42683.08304652113
7708,Audi A1 1.2 TFSI Ambition Bi-Xenon LED Pakket Navi Airco Cruise Dealer o,,7,Petrol,Manual,Hatchback,A1,152349,13444.1
7709,Audi Q2 1.0 TFSI 116pk Design,,1,Petrol,Automatic,Hatchback,Q2,25120,37410.057275132276
7710,"Audi Q2 1.6 TDI Design 115pk, Airco, LED Koplampen, Navigatie voorbereiding, PDC V+A",,1,Diesel,Manual,SUV,Q2,518,39310.23296623867
7711,Audi A1 Sportback 1.4 TDI 90pk Pro Line + Climate Control + PDC,,4,Diesel,Manual,Hatchback,A1,100990,14443.333333333334
7712,Audi A6 Avant 3.0 TDI BITURBO QUATTRO PRO LINE S,,7,Diesel,Automatic,Station wagon,A6,164900,22792.05
7713,Audi A6 2.0 TDI ultra Business Edition S-Tronic,,5,Diesel,Automatic,Station wagon,A6,189000,22055.566666666666
7714,Audi A3 Limousine 1.5 TFSI CoD 150pk S-tronic S-Line Edition + Panoramadak,,1,Petrol,Automatic,Sedan,A3,7000,38689.75
7715,"Audi Q5 2.0 TFSI QUATTRO PRO LINE NED.AUTO, AFN.TREKHAAK, LM WIELEN, LEDER, NAVIGATIE, BI-XENON, LED VERLICHTING",,10,Petrol,Automatic,SUV,Q5,152851,25737.433333333334
7716,Audi A3 SPORTBACK 1.6 TDI 81KW PROLINE+,,6,Diesel,Manual,Hatchback,A3,226729,11593.033333333333
7717,Audi A4 Allroad 2.0 TDI Quattro Edition - Panoramadak,,2,Diesel,Automatic,Station wagon,A4,53254,37940.53333333333
7718,Audi A5 Cabriolet 2.0 TFSI 155KW Pro Line Automaat,,8,Petrol,Automatic,Cabriolet,A5,97061,22482.05
7719,Audi A7 Sportback 3.0 Tdi Quattro S-Line Luchtvering/Schuifdak/HUD/Memory/LED/Camera DSG,,7,Diesel,Automatic,Hatchback,A7,179806,24652.266666666666
7720,Audi RS Q3 Quattro || 310 pk || Bose geluidsintallatie || Navigatie || Leder RS interieur,,5,Petrol,Automatic,SUV,RS,75700,45158.666666666664
7721,Audi A3 Sportback 1.4 TFSI Attraction Pro Line | Navigatie | Parkeersensoren,,9,Petrol,Manual,Hatchback,A3,147730,9684.283333333333
7722,Audi A4 Allroad 3.0 TDI QUATTRO 240PK Pro Line | AUT. | PANO | NAVI |,,10,Diesel,Automatic,Station wagon,A4,241990,10138.953333333333
7723,Audi A4 2.0 Pro Line Airco Info en foto`s volgen,,14,Petrol,Manual,Sedan,A4,162459,6444.766666666666
7724,"Audi A1 1,4tfsi pro line",,6,Petrol,Manual,Hatchback,A1,92626,13636.75
7725,"Audi A3 Sportback 116PK S Line Edition S-tronic | B&O | Zwarte-dakr. | 19"" LMV",,1,Petrol,Automatic,Hatchback,A3,0,41960.6792971421
7726,"Audi A1 1.4 TFSI Pro line S [S-Line] s-tronic ,Xenon Led, Navi, Hleer, ECC, LMV",,8,Petrol,Automatic,Hatchback,A1,119147,12543.916666666666
7727,"Audi A5 Sportback 1.8 TFSI S Edition 1e eigenaar, dealer onderh.",,6,Petrol,Automatic,Hatchback,A5,99863,25586.533333333333
7728,"Audi A1 Sportback 1.2 TFSI PRO LINE S [S-Line] 5 drs, Navi, Xenon, Hleer, ECC, LMV",,6,Petrol,Manual,Hatchback,A1,134203,13479.233333333334
7729,Audi RS6 AVANT LOADED WITH OPTIONS!,,6,Petrol,Automatic,Station wagon,RS6,99873,78303.01666666666
7730,Audi A3 Sportback 1.4 TFSI Ambition Pro Line 5-Deurs Clima!,,11,Petrol,Manual,Hatchback,A3,228190,7338.266666666666
7731,Audi A4 Limousine 2.0 TDI 150pk s-tronic Lease Edition,,2,Diesel,Automatic,Sedan,A4,37500,39920.96666666667
7732,Audi A6 Avant 3.0BiTDI 326pk quattro Competition Luchtv PanoDak LED Bose ACC RS-zetels Lane/Side Camera,,3,Diesel,Automatic,Station wagon,A6,54770,52158.73333333333
7733,"Audi SQ5 Q5 313PK QUATTRO BLACK OPTIC PACK / Panodak / Adaptieve Cruise / Standkachel / Camera / Trekhaak / Alarm / 21"".",,5,Diesel,Automatic,SUV,SQ5,64496,49629.25
7734,Audi A3 SPORTBACK 1.6 TDI ATTRACTION ADVANCE zeer nette auto!!,,7,Diesel,Manual,Hatchback,A3,188987,9091.433333333332
7735,Audi A4 1.6 Pro Line Trekhaak,,15,Petrol,Manual,Sedan,A4,199272,4342.333333333333
7736,Audi A1 1.2 Tfsi 63kW Pro Line S-Line Xenon/Led/Leder/Navi/Bt/Ecc/Crc/Lmv,,7,Petrol,Manual,Hatchback,A1,53769,14557.066666666668
7737,"Audi A3 Limousine 1.4 TFSI Aut7/S-tronic 239,- p/m! (s-line,xenon,navi)",,6,Petrol,Automatic,Sedan,A3,160076,19018.816666666666
7738,"Audi A6 50 Tdi 286pk Tiptronic Sport Quattro, B&O Sound, DAB, Lane+Side assist, PDC",,1,Diesel,Automatic,Sedan,A6,0,91145.41250656873
7739,Audi A4 Avant 2.0 TDI BUSINESS EDITION,,5,Diesel,Automatic,Station wagon,A4,78615,25143.45
7740,Audi A1 1.2 TFSI Ambition Pro Line Business,,8,Petrol,Manual,Hatchback,A1,112500,11287.033333333333
7741,Audi A4 Avant 2.0 TFSI MHEV S-tronic S line edition,,1,Petrol,Automatic,Station wagon,A4,0,55269.9491053244
7742,Audi A4 2.0 TDI 150PK AUTOMAAT BUSINESS EDITION 100% DEALERONDERHOUDEN !!,,4,Diesel,Automatic,Sedan,A4,93340,27255.166666666668
7743,Audi A4 Avant 1.8 TFSI Pro Line Business,,11,Petrol,Automatic,Station wagon,A4,220292,11186.916666666666
7744,Audi A6 Avant 40TDI/204pk Launch edition Business · Panoramadak · Virtual Cockpit · Elek. verstelbare voorstoelen,,1,Diesel,Automatic,Sedan,A6,0,91145.41250656873
7745,Audi A4 Avant 2.0 TDI 170PK S-Line!! Navi/Xenon/Bluetooth,,12,Diesel,Manual,Station wagon,A4,256768,5286.2
7746,Audi A4 Avant Lease edition 30 TDI S tronic 122 pk,,0,Diesel,Automatic,Station wagon,A4,0,58270.05187410024
7747,"Audi A3 Sportback 1.0 TFSI Sport 116PK Cruise, Clima, Pdc | EINDEJAARSD€ALS!",,2,Petrol,Manual,Hatchback,A3,7242,27347.947242063492
7748,Audi S1 2.0 TFSI Quattro Pro Line Plus,,3,Petrol,Manual,Hatchback,S1,47266,29886.983333333334
7749,Audi A6 Avant 2.0 TFSI Business Ed,,10,Petrol,Automatic,Station wagon,A6,110309,19957.9
7750,Audi A6 Avant 2.0 TFSI PRO-line *ACTIEPRIJS*NIEUWE AUTOMAATBAK!,,11,Petrol,Automatic,Station wagon,A6,113660,18277.316666666666
7751,Audi A3 Limousine 1.4 TFSI CoD 150Pk S-Line 2e Eig|NL|DLR|Panoramadak|NAVI|Xenon|PDC|18inch Rotor LM,,5,Petrol,Manual,Sedan,A3,147335,17302.85
7752,Audi Q2 1.4 TFSI CoD 150pk S-tronic Design Pro Line Plus,,1,Petrol,Automatic,SUV,Q2,0,42252.942052272585
7753,Audi A3 Sportback 30 TFSI Lease Edition 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A3,0,35902.65001001208
7754,Audi A4 Avant 2.0 TDI Aut. [ xenon navi s-line 20 inch ] 2e eig.,,5,Diesel,Automatic,Station wagon,A4,193911,17736.366666666665
7755,"Audi A6 2.0T 252pk Auto. Navi Xenon Ecc Multi Medea Cruise Pdc 18"" Lmv Tel. Led 2.0TFSi S Tronic 2016 Org. Nl-se auto !! B- label, zeer zuinig!",,3,Petrol,Automatic,Sedan,A6,73908,38106.2
7756,Audi Q7 3.0 TDI quattro Pro Line +,,11,Diesel,Automatic,Hatchback,Q7,196890,15333.566666666668
7757,Audi A4 Avant 3.0 TDI,,3,Diesel,Automatic,Station wagon,A4,47403,40300.7
7758,Audi A1 Sportback 1.2 TFSI S Line Ext./ Navi/ Bi- Xenon / VOL,,5,Petrol,Manual,Hatchback,A1,69699,16804.7
7759,"Audi A4 1.8 TFSI 170pk SPORT EDITION Automaat Navigatie** ,",,4,Petrol,Automatic,Sedan,A4,40702,29979.283333333333
7760,"Audi A3 Cabriolet 1.4 TFSI S-Tronic Navigatie 17"" Lm-velgen",,2,Petrol,Automatic,Cabriolet,A3,3550,53675.37271825387
7761,Audi A3 Sportback 1.6 TDI Amb. NAVI/ACC/CLIMA/PDC/STOELVERW./LMV,,3,Diesel,Manual,Hatchback,A3,26902,28888.15
7762,Audi A3 Sportback 1.6 TDI Attraction Business Edition 102 gram Nav Climate Cruise 200x Vw-Audi-Seat-Skoda,,8,Diesel,Manual,Hatchback,A3,203712,8058.416666666667
7763,Audi Q5 2.0 TDI 177pk S-Tronic 2x S-Line QUATTRO S EDITION Xenon Ecc Pdc Leder Trekhaak Camera Navigatie,,6,Diesel,Automatic,SUV,Q5,134250,30281.75
7764,Audi A4 1.8 TFSI Pro Line Business Clima Navigatie,,11,Petrol,Manual,Sedan,A4,160981,10406.283333333333
7765,Audi A5 Sportback 1.8 TFSI 170pk Business Edition Xenon Navigatie 200x Vw-Audi-Seat-Skoda,,5,Petrol,Manual,Hatchback,A5,139885,21140.5
7766,Audi A5 Sportback 2.0 TFSI 180pk Pro Line,,8,Petrol,Automatic,Hatchback,A5,184175,18512.766666666666
7767,Audi A7 Sportback 55 TFSI 340pk S-tronic Quattro Pro Line S Launch Edition,,1,Petrol,Automatic,Hatchback,A7,0,119431.75053696314
7768,Audi A4 2.0 TDIe PRO LINE NAVI CLIMA CRUISE LICHTMETAAL DEALER ONDERHOUDEN,,7,Diesel,Manual,Sedan,A4,104850,18742.233333333334
7769,Audi Q5 2.0 TFSI quattro Autom. Nieuw type |S-Line |Navi |Xenon |PDC |V+A stoelverwarming,,7,Petrol,Automatic,SUV,Q5,114796,30489.516666666666
7770,Audi TT 2.0 TFSI,,13,Petrol,Manual,Coupe,TT,105180,12511.233333333334
7771,Audi A4 2.0 TDI BUSINESS EDITION   NAVI   PDC,,10,Diesel,Automatic,Station wagon,A4,244078,10127.84
7772,Audi A3 Sportback 30 TFSI 116pk S-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A3,0,41960.6792971421
7773,Audi Q3 Pro Line 2.0 TFSI 125kw/170pk quattro,,7,Petrol,Manual,SUV,Q3,94683,24329.066666666666
7774,Audi Q7 3.0 TDI quattro Pro Line,,11,Diesel,Automatic,SUV,Q7,265000,14771.65
7775,Audi Q3 2.0 TFSi 170pk Quattro Pro Line | Navi | Panoramadak | NAP Pas | Leer |,,7,Petrol,Manual,SUV,Q3,124123,22279.716666666667
7776,Audi A3 SPORTBACK 1.6 TDI 81KW ULTRA EDIT,,6,Diesel,Manual,Hatchback,A3,100710,19442.916666666668
7777,Audi A3 Sportback 1.4 TFSI | SPORT | FAB.GAR. 2020 | PANO | NAVI GROOT | XENON | LED | PDC,,4,Petrol,Manual,Hatchback,A3,64065,21303.4
7778,Audi A4 Avant 2.0 TDI ULTRA *NAVI+PDC+ECC+CRUISE*,,4,Diesel,Manual,Station wagon,A4,121072,18844.183333333334
7779,Audi A6 Avant 40 TDI 204pk Launch Edition Sport + HD Matrix LED koplampen,,1,Diesel,Automatic,Station wagon,A6,0,80452.53669673459
7780,"Audi A1 1.2 TSFI Attraction Pro 5drs. NAVI, Airco",,7,Petrol,Manual,Hatchback,A1,135165,11507.2
7781,Audi A1 1.0 TFSI Adrenalin / lichtmetalen velgen / airco / navigatie systeem / S-line,,3,Petrol,Manual,Hatchback,A1,29658,17978.716666666667
7782,Audi A4 1.8 TFSI Pro Line S Automaat Navi Cruise Control,,7,Petrol,Automatic,Sedan,A4,87581,20881.9
7783,Audi A3 Sportback 1.6 TDI S Edition,,7,Diesel,Manual,Hatchback,A3,137219,11881.283333333333
7784,"Audi A4 1.4 TFSI 150pk S-LINE EDITION | LED verlichting, 19"" Audi Sport velgen, MMI navigatie, Half lederen sportstoelen, Getinte ramen etc.",,1,Petrol,Automatic,Sedan,A4,3700,39541.55824482988
7785,Audi Q5 2.0 TDI 177pk quattro Pro Line S,,5,Diesel,Automatic,SUV,Q5,73800,39620.13333333333
7786,Audi Q2 1.4 TFSI CoD 150pk S tronic Sport,,1,Petrol,Automatic,Hatchback,Q2,0,42131.9241325645
7787,Audi A4 1.8 TFSI Pro Line Business In nieuwestaat! info: 0492588980 M.Safari,,7,Petrol,Manual,Sedan,A4,59089,20448.266666666666
7788,Audi A1 SPORTBACK 1.2 TFSI AMBITION   Clima  Xenon  Lm,,4,Petrol,Manual,Hatchback,A1,25969,17788.65
7789,Audi S3 Cabriolet 2.0 TFSI S3 quattro Led/B&O/Leer/Navigatie/NL Auto,,4,Petrol,Automatic,Cabriolet,S3,115857,39672.48333333333
7790,Audi RS6 Avant Performance 605PK NP.215K! CERAMIC+B&O+PANO.DAK,,1,Petrol,Automatic,Station wagon,RS6,9755,155106.55555555556
7791,Audi Q3 2.0 TDI 130 kW quattro ProLine S-tronic / Navi / Xenon,,7,Diesel,Automatic,SUV,Q3,86805,26098.7
7792,Audi A4 Avant 2.0 TDI ultra Sport Lease Edition,,3,Diesel,Automatic,Station wagon,A4,100,59210.659548368305
7793,Audi Q3 2.0 TDI PRO LINE,,7,Diesel,Manual,SUV,Q3,143412,19420.383333333335
7794,Audi A3 Sportback 1.9 TDI Attraction Business Edition,,10,Diesel,Manual,Hatchback,A3,195150,8073.65
7795,Audi RS3 LIMOUSINE 2.5 TFSI 400PK EXCLUSIVE kLEUR PANO MMI+ ETC.. 6200KM,,1,Petrol,Automatic,Sedan,RS3,6294,89001.2927777778
7796,"Audi Q5 nieuw: € 92.930,- 2.0 TFSI 252PK Automaat Quattro S Line Edition /Luchtvering/ Virtual Cockpit / Panorama dak / Matrix Led Koplampen / Privacy Glass / Akoestisch Glas / Navi / Parkeerhulp Plus / 21"" Velgen",,1,Petrol,Automatic,SUV,Q5,8950,88211.46666666666
7797,Audi A6 2.0 TDI 170PK AUT. BUSINESS EDITION | Navi | Lmv.,,9,Diesel,Automatic,Sedan,A6,166653,15167.4
7798,"Audi A4 Limousine 2.0 TDI Ultra 140 Pk Business Edition, Navigatie",,4,Diesel,Manual,Sedan,A4,95461,21577.116666666665
7799,Audi A3 1.6 TDI ultra e Edition 3D 81kW Navigatie - Xenon,,5,Diesel,Manual,Hatchback,A3,89136,15919.6
7800,"Audi A1 Sportback * Private lease 399,- euro per maand *",,1,Petrol,Manual,Hatchback,A1,0,27813.002916440248
7801,"Audi A4 Avant 1.8 TFSI 170pk PRO LINE S [S-Line] Leer, Navi, Xenon, ECC, LMV",,6,Petrol,Manual,Station wagon,A4,166617,15972.3
