index,car description,price (euro),age (year),fuel type,transmission,bodystyle,car model,mileage (km)
7323,Audi A3 Sportback 1.0 TFSI 115pk Sport Automaat Climate control Cruise control LED,,1,Petrol,Automatic,Hatchback,A3,24401
7324,Audi A6 2.0 TDI Pro Line Avant Automaat,,6,Diesel,Automatic,Station wagon,A6,110982
7325,Audi A1 Sportback 1.0 TFSI 95PK,,1,Petrol,Manual,Hatchback,A1,17130
7326,Audi A1 Sportback 1.0 TFSI Advance Sport,,1,Petrol,Manual,Hatchback,A1,0
7327,Audi A6 Avant 326PK BiTD Comp. Luchtv.|Pano|20'',,2,Diesel,Automatic,Station wagon,A6,9614
7328,Audi A4 2.0 TDI AUTOMAAT BUSINESS! BTW AUTO,,6,Diesel,Automatic,Sedan,A4,73095
7329,Audi A1 Sportback 1.0 TFSI 95pk Adrenalin Navigatie Cruise,,2,Petrol,Manual,Hatchback,A1,21374
7330,Audi Q5 3.0 TDI QUATTRO S LINE INTER. EXTER.,,6,Diesel,Automatic,SUV,Q5,111094
7331,Audi Q7 3.0 TDI 272PK Tiptronic Quattro (Navigatie/Xenon/Lederen bekleding),,2,Diesel,Automatic,SUV,Q7,29001
7332,Audi A6 2.0 TDI 177PK AUT. BUSINESS EDITION   LEDER   SPORTSTOELEN   PDC,,6,Diesel,Automatic,Station wagon,A6,167387
7333,"Audi A4 | Binnenkort binnen | 40 TFSI Sport S line Edition | MMi navigatie | 18 "" | Bluetooth | Sportstoelen | Climate control | Cruise control | Sportstuur |",,1,Petrol,Automatic,Sedan,A4,0
7334,Audi Q2 1.4 TFSI CoD 150pk S tronic Sport,,0,Petrol,Automatic,Hatchback,Q2,0
7335,Audi A5 Sportback 2.0 TFSI MHEV Sport S-line Edition 190 pk S tronic (vsb 20629),,1,Petrol,Automatic,Hatchback,A5,0
7336,Audi A4 Avant 1.4 TFSI S line Edition,,1,Petrol,Automatic,Station wagon,A4,25280
7337,Audi A3 Sportback 1.6 TDI Sport S Line Edition 85 kW / 116 pk,,1,Diesel,Automatic,Hatchback,A3,0
7338,"Audi S3 Sportback 2.0 TFSI S3 quattro Pro Line Plus ,B&O, Aut.!",,6,Petrol,Automatic,Hatchback,S3,68990
7339,"Audi A5 Coupé 1.8 TFSI Pro Line Business I Navigatie I 19"" Sport velgen I Dealer onderhouden",,8,Petrol,Manual,Coupe,A5,161104
7340,Audi RS6 605pk -Akrapovic/NL-auto/Dynamic/280vmax-,,2,Petrol,Automatic,Station wagon,RS6,19900
7341,"Audi Q5 2.0 Tfsi 252pk S-tronic Quattro S-line €14.000,= KORTING Navigatie Plus, Xenon, PDC voor en achter enz",,1,Petrol,Automatic,SUV,Q5,0
7342,Audi A4 2.0 Pro Line Business,,14,Petrol,Manual,Sedan,A4,245000
7343,Audi A5 Sportback 1.8 TFSI PRO LINE LED/Xenon | Navi | Clima | Cruise | Radio/Cd | LMV | PDC,,8,Petrol,Manual,Hatchback,A5,132644
7344,Audi A1 Sportback 1.0 TFSI 95PK Adrenalin (S-Line exterieur) / Dak en spiegels in contrastkleur / S-Line pakket exterieur / 17 inch LM velgen / Navigatie MMI / Bluetooth telefoon / Audio streaming,,3,Petrol,Manual,Hatchback,A1,62854
7345,"Audi A1 Sportback 1.0TFSI/95pk Advance Sport · S-Line · Bi-xenon · 17""LM velgen",,1,Petrol,Manual,Hatchback,A1,0
7346,Audi A6 Allroad 3.0 TDI Pro Line Navi/Xenon/leder-alcantara -64.834km! -,,13,Diesel,Manual,SUV,A6,64834
7347,Audi A4 Avant 40 TFSI Sport S line edition 140 kW / 190 pk,,1,Petrol,Automatic,Station wagon,A4,0
7348,Audi RS6 Avant 4.0 TFSI 605PK tiptronic quattro performance Pro Line Plus | Matrix LED koplampen | Panoramadak | Head-up Display | Alcantara hemel | Keramische remmen | Rondomzicht camera | Verlengde garantie t/m 3-1-2021 of 150.000 km | Elektrische stoelverstelling | Valcona/alcantara | 21 inch lichtmetalen velgen | Keyless En,,2,Petrol,Automatic,Station wagon,RS6,43821
7349,Audi A1 Sportback 1.0 Tfsi 95pk Adrenalin | Navigatie | Airco | BlueTooth | Lm Velgen | Fabrieks Garantie t/m 10-10-2021 of 100.000km,,2,Petrol,Manual,Hatchback,A1,20505
7350,Audi A6 3.0tdi pro line business quattro tiptronic aut,,15,Diesel,Automatic,Sedan,A6,300709
7351,Audi A3 1.6 ATTRACTION LEDER-XENON-LMV-CRUISE CONTROL,,14,Petrol,Manual,Hatchback,A3,137302
7352,Audi A4 Avant 2.0,,16,Petrol,Manual,Station wagon,A4,338792
7353,"Audi A6 Avant 3.0 TDI QUATTRO 2 maal S Line Nieuwprijs 115.000,- Euro",,2,Diesel,Automatic,Station wagon,A6,1010
7354,Audi A4 Avant 1.8 Tfsi 125kW Multitronic S-Line Edition Xenon/Led/Pdc/Bt/Ecc/Crc/Lmv,,6,Petrol,Automatic,Station wagon,A4,114701
7355,Audi A3 Sportback 1.0 TFSI 116pk Pro Line MMI Navigatie / Audi Connect / Bi-xenon verlichting,,2,Petrol,Manual,Hatchback,A3,19174
7356,"Audi A1 1.4 TFSI Ambition Pro Line, cruise control, airco, nw distributieketting",,8,Petrol,Manual,Hatchback,A1,121487
7357,Audi A4 2.0 TFSI Pro Line Business,,11,Petrol,Manual,Station wagon,A4,178102
7358,Audi A3 Sportback 1.4 TFSI S-LINE XENON / HALF LEER / NAVIGATIE /,,9,Petrol,Manual,Hatchback,A3,184697
7359,Audi A6 Avant 2.4 V6 Aut. PRO LINE Navi-Clima-Privacy glass,,14,Petrol,Automatic,Station wagon,A6,188604
7360,Audi A4 AVANT 1.8 TFSI 170 PK BUSINESS EDITION / NAVIGATIE / XENON / 17',,4,Petrol,Manual,Station wagon,A4,89695
7361,Audi A4 3.2 FSI PRO LINE,,10,Petrol,Automatic,Sedan,A4,191168
7362,"Audi A6 1.8 TFSI 190pk Advance Sport S-Tronic, uw voordeel is € 3.130,-",,1,Petrol,Automatic,Sedan,A6,0
7363,"Audi A6 Avant 1.8 TFSI 190pk ULTRA S LINE EDITION ""Zwart optiek"" Automaat S-Line interieur & exterieur pakket / MMI Navigatie plus",,1,Petrol,Automatic,Station wagon,A6,9000
7364,Audi A3 Sportback 1.6 TDI Adrenalin Sport | S-Line | Xenon | Navigatie |,,3,Diesel,Manual,Hatchback,A3,127723
7365,Audi A3 Sportback 1.2 TFSI 5drs | Clima | Cruise | Stoelverwarming | PDC,,3,Petrol,Manual,Hatchback,A3,52669
7366,Audi A1 sportback 1.2 tsi 140 PK Admired navi,,5,Petrol,Manual,Hatchback,A1,44500
7367,Audi SQ7 4.0 TDI Quattro Pro Line + 7-zits,,1,Diesel,Automatic,SUV,SQ7,0
7368,Audi A1 Sportback 30 TFSI 116pk EPIC | Virtual Cockpit | Contrastpakket 2 - Zwart | NIEUW MODEL | *NIEUW* (558622),,1,Petrol,Automatic,Hatchback,A1,0
7369,Audi A3 Sportback 1.2 TFSI S EDITION AUT.,,6,Petrol,Automatic,Hatchback,A3,99987
7370,Audi A1 Sportback 30TFSI/116pk Epic · Virtual cockpit · Airconditioning volautomatisch · Connected services,,1,Petrol,Manual,Hatchback,A1,0
7371,Audi A6 2.0 TFSI Business Edition AUTOMAAT/NAVI/LEDER,,10,Petrol,Automatic,Sedan,A6,159002
7372,Audi A4 Avant 1.8 TFSI Pro Line Business | ECC | Navi | Leder | Afneembare trekhaak,,11,Petrol,Manual,Station wagon,A4,237403
7373,Audi A3 Sportback 1.0 TFSI 6-bak Lease Edition,,1,Petrol,Manual,Hatchback,A3,0
7374,Audi A3 Sportback 1.0 TFSI 6-bak S-Line Edition,,1,Petrol,Manual,Hatchback,A3,0
7375,Audi A1 1.2 TFSI Connect / NAVI / 3 DEURS,,8,Petrol,Manual,Hatchback,A1,204520
7376,Audi A3 1.4tfsi cod pro line plus s-tronic xenon led,,6,Petrol,Automatic,Sedan,A3,89999
7377,Audi Q5 2.0 TFSI HYBRID QUATTRO AUT. [ Navi Xenon Leder ],,7,Petrol,Automatic,SUV,Q5,123423
7378,Audi A3 Sportback 1.4 TFSI Ambition Pro Line plus *Navigatie | Drive Select | Cruise control | Comfortstoelen* NL-auto | BTW!!,,6,Petrol,Automatic,Hatchback,A3,71694
7379,Audi A3 Sportback 1.4 TFSI 150 PK AMBITION + Chroom + Stoelverwarming +,,4,Petrol,Manual,Hatchback,A3,54431
7380,Audi A4 1.4 TFSI SPORT S LINE EDITION | Akoestisch glas | Zonwering achter-/zijruiten Fabrieks Garantie t/m 03-04-2022 of 100.000km,,1,Petrol,Automatic,Station wagon,A4,10334
7381,Audi A6 2.0 TFSI Business Ed.   Navi   Cruise   Automaat,,9,Petrol,Automatic,Sedan,A6,149447
7382,Audi A1 1.4 TFSI Ambition Pro Line | NAVI | MP3 | TOPSTAAT,,8,Petrol,Manual,Hatchback,A1,97800
7383,Audi A3 Sportback 2.0 TDI AMBIENTE Automaat ClimateControl CruiseControl,,7,Diesel,Automatic,Hatchback,A3,165541
7384,Audi A3 SPORTBACK 1.4 TFSI PROLINE+ XENON LEDER NAVI CLIMA CRUISE LICHTMETAAL,,6,Petrol,Manual,Hatchback,A3,159010
7385,Audi RS5 Coupe 4.2 FSi 450pk Quattro S-Tronic | RS Sportuitlaat | B&O Sound |,,6,Petrol,Automatic,Coupe,RS5,72362
7386,Audi A3 Limousine 1.0 TFSI SPORT Automaat * Panoramadak * Navi * Led / Xenon *,,2,Petrol,Automatic,Sedan,A3,48981
7387,"Audi Q5 2.0 TDI 190pk S-tronic Quattro Design Pro Line + € 4.000,- INRUILPREMIE!!",,1,Diesel,Automatic,SUV,Q5,0
7388,Audi A6 Avant 2.0 TDI 136pk Automaat S-line Climate Control Leder Navigatie S,,5,Diesel,Automatic,Station wagon,A6,109470
7389,"Audi A1 Sportback 95pk S-tromic Active | 18"" | NW PRIJS € 28.570,-!",,1,Petrol,Automatic,Hatchback,A1,50
7390,Audi A6 2.0 TFSI 180PK Automaat PRO LINE S 100% DEALERONDERHOUDEN,,6,Petrol,Automatic,Sedan,A6,111410
7391,Audi A8 3.0 TDI QUATTRO LANG Matrix Bose Adapt. cruise Matrix Bose Adapt. cruise Schuifdak 259PK! Zondag a.s. open!,,4,Diesel,Automatic,Sedan,A8,47365
7392,"Audi A3 Sportback 1.0 Tfsi 116pk S Line Edition, Mmi navigatie, Telefoon, Parkeersensoren",,1,Petrol,Manual,Hatchback,A3,0
7393,Audi A3 Sportback 30 TFSI Lease Edition 85 kW / 116 pk,,0,Petrol,Manual,Hatchback,A3,0
7394,Audi A1 1.4TFSi AMBITION AUT NAVI,,6,Petrol,Automatic,Hatchback,A1,114008
7395,Audi TT Roadster 2.0 TFSI PRO LINE S S-LINE NW STAAT,,8,Petrol,Manual,Cabriolet,TT,105405
7396,Audi A4 2.0 TDI Aut. Avant 177PK S-line [ xenon navi ],,5,Diesel,Automatic,Station wagon,A4,144236
7397,Audi A6 3.0 TDI 272PK tiptronic Quattro Premium Edition | Matrix LED | Wegklapbare trekhaak | Valcona leder | Rondomzicht camera | Luchtvering | Elektrische stoelverstelling | Verlengde fabrieksgarantie t/m 19-3-2020 of 100.000 km | Navigatie MMI+ | Bose sound | 20 inch lichtmetalen velgen | Stoelverwarming/-v,,4,Diesel,Automatic,Sedan,A6,63146
7398,Audi A3 Sportback 1.6 TDI PRO LINE | NAVIGATIE | LEER | XENON | 17 INCH | ALL-IN!!,,7,Diesel,Manual,Hatchback,A3,129978
7399,Audi A1 1.2 TFSI PRO LINE S-Line ECC Xenon Navi Cruise Control Sportstoelen 18 Inch,,6,Petrol,Manual,Hatchback,A1,57151
7400,Audi A5 Sportback 35 TFSI Sport S-line Edition 110 kW / 150 pk,,1,Petrol,Automatic,Hatchback,A5,0
7401,Audi Q2 1.0 TFSI Limited Edition S-Tronic Navigatie LED Schuifdak [Elke Zondag Open],,1,Petrol,Automatic,SUV,Q2,7500
7402,Audi A6 2.0TFSi Aut. ProLine Plus (Leder/Xenon),,7,Petrol,Automatic,Sedan,A6,97051
7403,Audi A3 1.2 TFSI Sportback Automaat S-TRONIC,,7,Petrol,Automatic,Hatchback,A3,172575
7404,Audi A3 Sportback 1.0 TFSI Lease Edition,,2,Petrol,Manual,Hatchback,A3,22600
7405,"Audi A4 Avant 1.4 TFSI Sport 150pk S-Tronic Proline, (Autom.airco,S-line ext.,MMI Navigatie, Choompakket,Spiegels inklapb.,Pdc,)",,1,Petrol,Automatic,Station wagon,A4,9900
7406,Audi A6 2.7 TDI QUATTRO PRO L MMI NAVI LEER XENON SPORTSTOELEN ENZ,,10,Diesel,Automatic,SUV,A6,134914
7407,Audi A3 1.2 TFSI Amb. Pro Line Plus S-Tronic Automaat*Navi/Sportstoelen/Bi-Xenon/LED*,,4,Petrol,Automatic,Hatchback,A3,66038
7408,Audi Q5 2.0 TFSI Quattro Pro Line Automaat Navi Xenon Leder ECC LMV PDC LED Dealer Onderhouden! 94dKM!!,,8,Petrol,Automatic,SUV,Q5,93745
7409,Audi A4 Avant 1.4 TFSI Pro Line,,2,Petrol,Manual,Station wagon,A4,32409
7410,"Audi A1 Sportback 1.0 TFSi 95 pk Pro Line / navi / 15""",,3,Petrol,Manual,Hatchback,A1,70377
7411,Audi A3 Sportback 3.2 V6 250 PK QUATTRO AUT. + LEDER / BOSE / NAVIGATIE / XENON,,13,Petrol,Automatic,Hatchback,A3,196580
7412,Audi A6 Avant New 40 TDI 204pk S tronic Launch Edition Sport,,0,Diesel,Automatic,Station wagon,A6,0
7413,Audi A4 Avant 2.0 TDI PRO LINE Navi / Cruise Control / Drive Select / LMV 17'' !!! FABRIEKSGARANTIE t/m 14-05-2019 !!!,,2,Diesel,Manual,Station wagon,A4,6939
7414,"Audi A1 Sportback 1.0 TFSI 95pk Adrenalin S-Line + MMI Navigatie + 17"" LMV",,3,Petrol,Manual,Hatchback,A1,31243
7415,Audi A3 Sportback 1.5 TFSI 150pk CoD ultra S tronic S Line Edition,,0,Petrol,Automatic,Hatchback,A3,0
7416,Audi A6 Avant 2.0 A/T 170PK NAVI/XENON/PDC!,,8,Petrol,Automatic,Station wagon,A6,148321
7417,Audi A6 Avant 40 TDI Launch edition Sport,,1,Diesel,Automatic,Station wagon,A6,0
7418,Audi A4 AVANT 2.0 TDI 190 pk QUATTRO S-Line S-Tronic Aut. [ virtual cockpit standkachel ],,3,Diesel,Automatic,Station wagon,A4,83107
7419,"Audi A1 1.4 TFSI S-Line Aut. 122PK, Bose, Leder, Navi, Xenon",,7,Petrol,Automatic,Hatchback,A1,57170
7420,Audi Q5 2.0 TFSI QUATTRO PRO LINE Xenon/PDC/Navigatie/Climate.,,10,Petrol,Automatic,SUV,Q5,162403
7421,Audi A3 Sportback 1.4 TFSI AMBITION PRO LINE NAVI-ECC-LMV-DAKRAIL-CRUISE CONTROL,,10,Petrol,Manual,Hatchback,A3,188663
7422,Audi TT 1.8 5V Turbo BUDGET OCCASION,,14,Petrol,Manual,Coupe,TT,127375
7423,Audi A3 1.2 TFSI 81KW SPORTBACK Attraction proline,,4,Petrol,Manual,Hatchback,A3,25485
7424,Audi A6 3.0 TDI 204PK S-Tronic Sport Edition | S-line in-/exterieur | Navigatie | Xenon | Parkeersensoren | Climatronic | 19 inch lichtmetalen velgen | Audi drive select | Alarm | Cruise control | Regen-/lichtsensor | Trekhaak voorbereiding | Keyless go | Leder/stof bekleding,,5,Diesel,Automatic,Sedan,A6,59678
7425,Audi A4 Avant 4.2 FSI RS4 33.000km B&O soundsysteem ACC Carbon Keyless Go Panoramadak,,7,Petrol,Automatic,Station wagon,A4,33000
7426,Audi TT 2.0 TFSI Pro Line S,,8,Petrol,Automatic,Coupe,TT,105007
7427,Audi Q3 1.4 TFSI 150 pk Automaat CoD Advance Panoramadak Navigatie Xenon 18 inch LM velgen,,1,Petrol,Automatic,SUV,Q3,12500
7428,"Audi A3 Cabriolet 1.4 Tfsi 150pk CoD S-Line Open Days S-Tronic | Navigatie | P-Sensoren |  19"" Velgen | Xenon | Lederen Bekleding | Fabrieks Garantie t/m 08-06-2020 of 100.000km",,3,Petrol,Automatic,Cabriolet,A3,45000
7429,"Audi RS6 4.0 TFSI QUATTRO CAMERA, HEAD-UP!",,2,Petrol,Automatic,Station wagon,RS6,14651
7430,Audi Cabriolet A5 1.8 TFSI Pro Line S Open Days Aut. [ 2xS-Line MMI Plus B&O ],,4,Petrol,Automatic,Cabriolet, A5,66325
7431,Audi Q3 1.4 TFSI CoD Advance Sport S tronic 150 pk,,1,Petrol,Automatic,SUV,Q3,0
7432,"Audi A5 1.8 TFSI S-line, B&O, Distronic, aut/Nav",,3,Petrol,Automatic,Coupe,A5,41333
7433,Audi A4 2.5 TDI Exclusive,,16,Diesel,Manual,Sedan,A4,345561
7434,Audi A4 Avant 1.8 Tfsi 125kW Multitronic Business Edition Xenon/Led/Pdc/Bt/Ecc/Crc/Lmv,,5,Petrol,Automatic,Station wagon,A4,130915
7435,Audi A3 Sportback 1.0 TFSI SPORT LEASE EDITION,,2,Petrol,Manual,Hatchback,A3,26066
7436,Audi A5 Sportback 1.8 TFSI 177pk multitronic Sport Edition 6 maanden garantie en uitgebreide afleverbeurt,,3,Petrol,Automatic,Hatchback,A5,39056
7437,"Audi A4 Avant 2.0 TFSI Sport S-tronic , Bi-Xenon, Leder/alcantara bekleding, Virtual cockpit,",,1,Petrol,Automatic,Station wagon,A4,14028
7438,Audi A6 Avant 3.0 TDI 204PK Aut PRO LINE Orig.NL Nav Cli Cru,,7,Diesel,Automatic,Station wagon,A6,204683
7439,Audi Q5 2.0 TFSI quattro S-tronic S-Line Edition,,1,Petrol,Automatic,SUV,Q5,0
7440,Audi A6 Allroad 2.7 TDI Pro Line | FULL OPTION | | Luchtvering | Schuif-/ kanteldak |,,10,Diesel,Automatic,SUV,A6,232500
7441,Audi A3 SPORTBACK 1.6 TDI [ panoramadak alcantara xenon navi ],,6,Diesel,Manual,Hatchback,A3,136825
7442,"Audi A4 Limousine 1.4 TFSI 150PK Automaat Lease Edition / Navi / Clima / Cruise Control / LED koplampen / Lederen stuur / 17"" Velgen",,1,Petrol,Automatic,Sedan,A4,0
7443,Audi A3 LIMOUSINE 1.5 TFSI 150PK S-TRONIC / S-LINE / OPTIEK ZWART / 18'',,1,Petrol,Automatic,Sedan,A3,10750
7444,"Audi A8 50 TDI 286PK Automaat Quattro Pro Line Plus / Panorama dak / Stoelventilatie + Massage voor / Clima 4-zone / Bang & Olufsen / Rear Seat Remote / 20"" Velgen",,1,Diesel,Automatic,Sedan,A8,0
7445,"Audi A3 Sportback 1.0 Tfsi 116pk S-Line Edition Navigatie, Parkeersensoren",,2,Petrol,Manual,Hatchback,A3,24261
7446,Audi Q2 1.4 TFSI 150 PK COD DESIGN MMI NAVIGATIE|PARKEERHULP VOOR & ACHTER|ELEK. ACHTERKLEP|AUDI SOUNDSYSTEM,,2,Petrol,Manual,SUV,Q2,25944
7447,"Audi A4 Avant 1.9 TDI Advance (Airco,LM-velgen,Dakrail,Trekhaak,Hout Inleg,MET GARANTIE*).",,20,Diesel,Manual,Station wagon,A4,387967
7448,Audi A6 Avant 2.0 TFSI BUSINESS EDITION Leer/Navigatie/Ecc/Afnb-Trekhaak/alu wielen,,8,Petrol,Automatic,Station wagon,A6,178080
7449,Audi A3 Sportback 1.5 TFSI COD SPORT S LINE EDITION 18 Inch LM velgen / Parkeersensoren,,1,Petrol,Manual,Hatchback,A3,25099
7450,Audi A4 Avant S line edition 35 TFSI S tronic 150 pk,,0,Petrol,Automatic,Station wagon,A4,0
7451,"Audi A1 Sportback 30 TFSI 116 PK S Line edition one | Virtual Cockpit | Clima | PDC Plus | Witte 18""LMV | *NIEUW* ( 558617)",,1,Petrol,Manual,Hatchback,A1,0
7452,"Audi A6 50TDI286pk quattro Design · Head-up display · HD Matrix LED koplampen · 19""LM velgen",,1,Diesel,Automatic,Sedan,A6,0
7453,Audi Q3 (35) TFSI 150PK Aut. NIEUW MODEL Pro Line |PDC+|Virtual,,1,Petrol,Automatic,SUV,Q3,0
7454,"Audi A1 Sportback 1.0 TFSI 96 PK ADRENALIN S-line exterieur, Navigatie, Airco, Cruise control, Dealer onderhouden, BTW verrekenbaar",,2,Petrol,Manual,Hatchback,A1,28766
7455,"Audi Q5 2.0 Tfsi 252pk S-tronic Quattro Sport Pro Line S, PDC+camera, Telefoon + Qi laden, Trekhaak",,2,Petrol,Automatic,SUV,Q5,43000
7456,Audi A4 1.6 Advance / Airco / APK / trekhaak,,20,Petrol,Manual,Sedan,A4,179464
7457,Audi RS4 Avant 4.2 FSI RS4 Quattro,,4,Petrol,Automatic,Station wagon,RS4,78606
7458,"Audi A3 Sportback 1.4 TFSI COD ADRENALIN S-LINE! NAVI,CRUISE,PDC, AUDI VERKEERD IN NIEUWSTAAT!",,3,Petrol,Manual,Hatchback,A3,71817
7459,"Audi A6 Avant 40 TDI Sport Pro Line S -Matrix LED/B&Q/20""/Pdak/Topview-",,1,Diesel,Automatic,Station wagon,A6,0
7460,Audi A1 1.6 TDI Ambition ProLine Bns,,5,Diesel,Manual,Hatchback,A1,142239
7461,Audi Q7 3.0 TDI QUATTRO 2x S-LINE [ panoramadak camera xenon led bose ],,8,Diesel,Automatic,SUV,Q7,137961
7462,Audi A3 Sportback 1.9 TDI Attraction,,13,Diesel,Manual,Hatchback,A3,287191
7463,Audi Q5 3.0 TDI SQ5 quattro Pro Line,,4,Diesel,Automatic,SUV,Q5,76039
7464,Audi A8 2.8 V6 AUT Quattro Dak Leer Trekhaak,,24,Petrol,Automatic,Sedan,A8,227904
7465,Audi A4 2.0,,17,Petrol,Manual,Station wagon,A4,288000
7466,Audi Q3 2.0 TDI Quattro Sport Pro Line S / Automaat,,3,Diesel,Automatic,SUV,Q3,83837
7467,Audi A4 1.6 C ADVANCE,,21,Petrol,Manual,Sedan,A4,238671
7468,Audi A5 Sportback 2.0 TFSI MHEV 190pk s-tronic S Line Edition,,1,Petrol,Automatic,Hatchback,A5,0
7469,Audi A3 Sportback 30TFSI/115pk Lease Edition · Connected services · LED koplampen · Sportstoelen,,1,Petrol,Manual,Hatchback,A3,0
7470,"Audi A6 1.8 TFSI 190pk Automaat 18"" Lm-velgen Navigatie",,2,Petrol,Automatic,Sedan,A6,30466
7471,Audi A4 Avant 2.0 TDI 150pk S-tronic Lease Edition,,2,Diesel,Automatic,Station wagon,A4,0
7472,Audi A4 Cabriolet 2.5 V6 TDI Pro Line Aut. i.z.g.st.,,14,Diesel,Automatic,Cabriolet,A4,207931
7473,Audi A8 55 TFSI quattro Pro Line Plus 340 pk Tiptronic,,1,Petrol,Automatic,Sedan,A8,0
7474,Audi A4 AVANT 2.0 TDI 190pk QUATTRO Sport S-Tronic Aut.,,2,Diesel,Automatic,Station wagon,A4,124683
7475,Audi A6 1.9 TDI 110 PK SEDAN CLIMATE CONTROL,,20,Diesel,Manual,Sedan,A6,567483
7476,Audi A3 Limousine 1.6 TDI AMBITION PRO LINE S | NAVI | XENON | CLIMA |,,5,Diesel,Automatic,Sedan,A3,136625
7477,"Audi A3 Sportback 1.2 TFSI Ambition Proline S Automaat, Navi, Clima, Half Leder",,5,Petrol,Automatic,Hatchback,A3,80000
7478,Audi A5 Sportback 2.0TFSI 190PK S-TRONIC S-LINE/PANO.DAK/VIRT.COCKPIT/OPTIEK ZWART,,1,Petrol,Automatic,Hatchback,A5,0
7479,Audi A6 Sedan 2.0TDi 150pk S-Tronic Sport Edition | Audi Sound | DAB | Inklapbare Buitenspiegels | Fabrieks garantie t/m 12-2019 of 150.000km,,4,Diesel,Automatic,Sedan,A6,43699
7480,Audi A4 Avant 2.0 Aut Ecc Trekhaak Cruise Nap,,14,Petrol,Automatic,Station wagon,A4,192185
7481,Audi Q3 2.0 TDI PRO LINE *XENON+NAVI+PDC+ECC+CRUISE*,,7,Diesel,Manual,SUV,Q3,170010
7482,Audi A7 Sportback 3.0 TDI Quattro BiT Pro Line Plus - 320 pk    138.281,,4,Diesel,Automatic,Hatchback,A7,185000
7483,Audi A1 1.4 TFSI Ambition Pro Line Business,,8,Petrol,Manual,Hatchback,A1,147849
7484,Audi A1 Ambition 1.4 TFSI S-tronic 122 PK / Climatronic / Telefoon / Cruise Control,,9,Petrol,Automatic,Hatchback,A1,87365
7485,"Audi A4 Avant 1.8 TFSI 170pk PRO LINE S [S-LINE] Vol Leer, Navi, Xenon, ECC, LMV",,5,Petrol,Manual,Station wagon,A4,172959
7486,Audi A3 2.0 FSI Sportback,,13,Petrol,Manual,Hatchback,A3,175200
7487,Audi A6 3.0 TDI BiT quattro Advance Sport,,1,Diesel,Automatic,Station wagon,A6,1081
7488,Audi A4 1.8 tfsi 170 PK aut. Pro line business NAVI,,7,Petrol,Automatic,Station wagon,A4,149338
7489,Audi A1 Sportback New 30 TFSI 116pk,,0,Petrol,Manual,Hatchback,A1,0
7490,Audi A4 Avant 2.0 TDI S-LINE PRO-LINE Aut. Navi Leder/Alcantara Xenon Flippers Trekhaak!,,9,Diesel,Automatic,Station wagon,A4,190149
7491,Audi A4 Avant 2.0 TDI 150pk S-Tronic S-Line Navigatie Xenon PDC,,2,Diesel,Automatic,Station wagon,A4,21665
7492,Audi A6 Avant New 40 TDI 204pk S tronic Launch Edition Sport,,1,Diesel,Automatic,Station wagon,A6,0
7493,Audi A6 2.0 TDI 190PK S-TRONIC ULTRA PREMIUM LEER/BOSE/LED/HEAD UP,,4,Diesel,Automatic,Sedan,A6,71611
7494,Audi A8 4.2 TDI QUATTRO PRO LINE,,13,Diesel,Automatic,Sedan,A8,236650
7495,Audi A6 2.8 FSI PRO S-LINE Automaat Navi Leder,,9,Petrol,Automatic,Sedan,A6,164845
7496,"Audi Q3 1.4 TFSI 150pk Advance Sport S-Tronic, uw voordeel is € 7.550,-",,1,Petrol,Automatic,SUV,Q3,0
7497,"Audi A1 Sportback 1.2 TFSI S- LINE Admired, 5drs, 17 inch, Zwart dak, navi",,6,Petrol,Manual,Hatchback,A1,181215
7498,"Audi A4 Avant 2.0 TFSI MHEV Sport S line black edition / panoramadak / parkeerhulp achter / 19"" lichtmetalen velgen",,1,Petrol,Automatic,Station wagon,A4,14080
7499,Audi Q5 3.0 TDI S-LINE EXTER/INTER.-AUDI EXCLUSIVE-NAVI-XENON-B&O SOUND-TREKHAAK-COMPLEET,,7,Diesel,Automatic,SUV,Q5,152822
7500,Audi A3 Sedan 1.6TDi Aut. Attraction Business,,3,Diesel,Automatic,Sedan,A3,97143
7501,Audi Q5 2.0 TDI 190PK S-TRONIC (VMO),,2,Diesel,Automatic,SUV,Q5,10888
7502,Audi A6 2.4 5V Ambition,,18,Petrol,Manual,Station wagon,A6,310107
7503,Audi Q5 2.0 TDI S-Line*Navi/S-Line Stoelen/B&O/Panodak/Bi-Xenon/LED/Trekhaak wegklapb.*,,4,Diesel,Manual,SUV,Q5,112454
7504,Audi A3 1.9 TDI Attraction,,14,Diesel,Manual,Hatchback,A3,282000
7505,Audi A5 Coupé 1.8 TFSI PRO LINE S | AUTOMAAT | XENON | NAVI | 19 INCH VELGEN |,,8,Petrol,Automatic,Coupe,A5,89480
7506,Audi A4 AVANT 2.0 131pk PROLINE CLIMA-CRUISE-SPORTSTOELEN-LMV,,16,Petrol,Manual,Station wagon,A4,174248
7507,Audi A4 2.0 TFSI MHEV 190pk S-tronic S-Line Edition,,1,Petrol,Automatic,Sedan,A4,0
7508,Audi A3 Sportback 1.2 TFSI AMBITION,,5,Petrol,Manual,Hatchback,A3,78716
7509,Audi A5 Sportback 3.0 TDI quattro Pro Line,,9,Diesel,Automatic,Hatchback,A5,205551
7510,Audi A3 2.0 TDI Attraction,,11,Diesel,Manual,Hatchback,A3,282366
